job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type,error_category,pass_number,run_id,video_id
DNTShNTxVmZ-1.mp4_podcast,castcoremedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\michaeljknowles\DNTShNTxVmZ-1.mp4,"Looking to expose some buried history? Michael Knowles (@michaeljknowles) had a ranking in mind, but things took an unexpected turn.

Catch ""The Pope and the Führer: The Secret Vatican Files of World War II"" streaming exclusively on DailyWire+. Link in bio.

#MichaelKnowles #DailyWire #History #WWII #Vatican #Documentary",failed,4,2025-12-22T18:32:25.885901,2025-12-22T18:38:25.387935,"Loop stuck - Vision analysis: This shows Instagram's ""New reel"" creation screen in the media selection phase, where users can choose from recent photos/videos (showing a person in a chair and what appears to be a beach/flag scene). There are no visible error messages, login prompts, or ""action blocked"" warnings on the screen. The loop recovery failure likely occurred during a previous action, but the current screen appears normal - the user could try selecting one of the visible media items or t",1,3,,action_blocked,account,,,
DQelTTrD7dY-1.mp4_podcast,bitepodmedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\theadamcarollashow\DQelTTrD7dY-1.mp4,"When @adamcarolla and @beckyrobinson4 start comparing notes on their worst roommates, the stories get wild 👀 Watch the full episode on @theadamcarollashow

#AdamCarolla #TheAdamCarollaShow #PodcastClips #ComedyPodcast #RoommateStories #PodcastHighlights #FunnyMoments",claimed,2,2025-12-22T18:42:06.470660,2025-12-22T18:41:56.410466,Exception: Device 98.98.125.32:20579 never appeared in ADB devices list after 60s,2,3,2025-12-22T18:46:56.410480,adb_timeout,infrastructure,,,
DP4HoEhkT6o-1.mp4_podcast,bitecastclips,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\jockowillink\DP4HoEhkT6o-1.mp4,"What happens when leadership goes wrong? @jockowillink strips away the glory and exposes the raw truth in The Need to Lead—no heroics, just the weight of decisions that haunt you. These are the stories leaders don't want to tell but need to hear. Get your copy and learn from the mistakes that cost everything.

#leadership #jockowillink #theneedtolead #leadershiplessons #militaryleadership #combat #accountability #extreme #ownership #discipline #leadershipdevelopment #veteran #navy #seal #navyseal",claimed,3,2025-12-22T18:43:26.952434,2025-12-22T18:43:03.385731,"Loop stuck - Vision analysis: This screenshot shows a Google search page with an active keyboard, not Instagram. The screen displays a Google search bar at the top and a QWERTY keyboard at the bottom, indicating the user is in a web browser or Google search app rather than Instagram.

Since this isn't Instagram, the loop recovery failure was likely due to the automation script losing context or navigating away from the Instagram app. To fix this, the script would need to navigate back to Instagr",1,3,2025-12-22T18:48:03.385741,claude_stuck,infrastructure,,,
DKXlPg_z1FO-1.mp4_podcast,clipsonairwave,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\jordanbpetersonfans\DKXlPg_z1FO-1.mp4,"The question isn't whether you agree—it's whether you're ready to hear it. Jordan B. Peterson delivers another perspective that challenges conventional thinking.

What's your take on this? Drop your thoughts below.

Content courtesy of @jordanbpetersonfans 

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality",claimed,4,2025-12-22T18:38:35.443872,,,0,3,,,,,,
DEVW6-ayosG-1.mp4_podcast,archipelago_one,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\joeroganexperience\DEVW6-ayosG-1.mp4,"W. Bryan Hubbard and Rick Perry dive deep into the American Ibogaine Initiative with @joeroganexperience in this powerful conversation. Perry served as Texas's 47th governor and became the 14th Energy secretary under President Donald Trump's first administration, while Hubbard made history as Kentucky's 1st Opioid Commission Chairman and now spearheads the REID Foundation's groundbreaking ibogaine work.

https://x.com/GovernorPerry
https://x.com/w_bryan_hubbard
https://www.reid.foundation/texas-ibogaine-initiative
https://www.reveilleadvisors.com/ibogaine/

#JoeRogan #JRE #JoeRoganPodcast #JoeRoganExperience #RickPerry #WBryanHubbard #Ibogaine #OpioidCrisis #Podcast",claimed,1,2025-12-22T18:41:53.068563,,,0,3,,,,,,
DOoE0bDiTGy-2.mp4_podcast,warlordregent,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\askvinh\DOoE0bDiTGy-2.mp4,"Communication doesn't have to be complicated—these 5 habits prove it! 🗣️

@askvinh breaks down the fundamentals that separate good communicators from great ones. From handling unexpected questions to keeping conversations flowing naturally, he's mastered the art of connection.

Want the full deep dive? He's offering a free 2-hour training packed with his top 3 communication frameworks. Learn how to think on your feet, eliminate rambling, and banish those awkward silences for good.

Drop ""MASTERCLASS"" in the comments to get access 👇

#communication #communicationskills #socialskills #confidence #selfimprovement #personaldevelopment #selfdevelopment #publicspeaking #communicationtips",pending,,,,,0,3,,,,,,
DItnRMQxFT3-2.mp4_podcast,thequietbaron,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\simonsinek\DItnRMQxFT3-2.mp4,"One day until the next episode drops 🎧

On tomorrow's A Bit of Optimism, @simonsinek sits down for a conversation you won't want to miss. Mark your calendars and get ready to dive in.

#abitofoptimism #simonsinek #podcast #newpodcast #podcastersofinstagram #inspiration #motivation #leadership #optimism",pending,,,,,0,3,,,,,,
DIzy6fiyHel-1.mp4_podcast,thefieldsketcher,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\tigerbelly\DIzy6fiyHel-1.mp4,"Tim Dillon drops a wild theory about actors that'll make you rethink Hollywood 😂 @tigerbelly goes there in episode 498

#tigerbelly ep. 498 #timdillon #actors #standupcomedy",pending,,,,,0,3,,,,,,
DB-NlbAvvyL-2.mp4_podcast,thebaysideduke,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\realalexclark\DB-NlbAvvyL-2.mp4,"When @realalexclark decided to drop this Culture Apothecary episode with @zenhoneycutt from @momsacrossamerica, she knew exactly what America needed to hear right before casting their ballots 🇺🇸 Zen's organization has mobilized parents nationwide through 1,000+ events exposing GMOs and environmental toxins—she's even the powerhouse who got Roundup pulled from Costco shelves. This conversation doesn't hold back: every statistic hits hard, every revelation matters, and Alex's timing couldn't be more critical. The kind of intel that transforms everyday citizens into informed health warriors. Comment 'MAHA' for the direct link and get ready to question everything you thought you knew 🔥

#CultureApothecary #MomsAcrossAmerica #MAHA #HealthFreedom #GMOFree #CleanFood #Election2024 #FoodActivism #Nontoxic #HealthWarrior #Podcast",pending,,,,,0,3,,,,,,
DQ2y22alVwu-1.mp4_podcast,thebackroadman,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\drmikeclips\DQ2y22alVwu-1.mp4,"Lou Ferrigno understood something most gym-goers miss – strategically backing off isn't weakness, it's wisdom. @drmikeclips breaks down why your best gains might come from knowing when NOT to push maximum effort. Feeling depleted? Scale back or skip entirely. That's not quitting, that's intelligent training. 💪

FULL VIDEO: Exercise Scientist Critiques The PHENOMENAL Lou Ferrigno

#fitness #gym #workout #bodybuilding #fitnessmotivation #gymmotivation #training #muscle #fit #motivation #lifestyle #strong #gains #louferrigno #exercisescience #trainingtips #restday #recovery",pending,,,,,0,3,,,,,,
DHqdYrKijAp-2.mp4_podcast,stone_mason_live,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\askvinh\DHqdYrKijAp-2.mp4,"The theatre world uses a three-part conversation formula that cuts through surface-level chitchat, and @askvinh breaks down exactly how it works.

HIGH LOW BUFFALO asks just three things: what's going well (high), what's been tough (low), and what's genuinely interesting about you (buffalo). Those answers hand you real talking points that matter.

Skip the awkward small talk phase entirely. This technique transforms strangers into actual connections because vulnerability creates depth fast.

The only thing making it uncomfortable is your own hesitation—commit to it and watch how quickly conversations shift from forgettable to memorable.

Type CHAT for more ways to level up your communication skills.

#conversationstarters #socialskills #communicationtips #relationshipadvice #smalltalk #deepconversations #connectiontips #socialconfidence #communication #relationships",pending,,,,,0,3,,,,,,
DRiHpn0DDKp-2.mp4_podcast,sovereignclaw,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\pbd.podcast\DRiHpn0DDKp-2.mp4,"Charlie drops wisdom that hits different 💯

Via @pbd.podcast

#podcast #podcasts #podcastclips #valuetainment #patrickbetdavid #business #entrepreneur",pending,,,,,0,3,,,,,,
DQfa-Eak7yb-1.mp4_podcast,silverscribewindow,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\pbd.podcast\DQfa-Eak7yb-1.mp4,"PBD just said what everyone was thinking and the internet can't stop replaying it 😂 @pbd.podcast isn't holding back on this one

#pbd #valuetainment #patrickbetdavid #podcast #business #entrepreneur #entrepreneurship #motivation #success #mindset #businesspodcast",pending,,,,,0,3,,,,,,
DNzIHoVIAjl-1.mp4_podcast,seegloryvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\hormozi\DNzIHoVIAjl-1.mp4,"@hormozi breaks down why your tolerance for discomfort today directly predicts how far you'll go tomorrow. The winners? They're not avoiding the grind—they're built different because of it.

#success #motivation #entrepreneurship #mindset #growth #discipline #businessmindset #entrepreneurmindset #alexhormozi #gym #fitness #entrepreneur #business #successmindset",pending,,,,,0,3,,,,,,
DMQxPy2SZnA-1.mp4_podcast,orbmasterstrike,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\foundmyfitness\DMQxPy2SZnA-1.mp4,"Blood sugar spikes before bed create a vicious cycle that most people don't realize is stealing their rest. @foundmyfitness breaks down the science: glucose triggers insulin, which activates the sympathetic nervous system and raises body temperature—a known sleep disruptor. Meanwhile, melatonin naturally peaks 3 hours before bedtime, but high blood sugar blocks its release AND melatonin reduces insulin sensitivity. The solution? Stop eating 3-4 hours before sleep to align with your body's circadian rhythm, stabilize glucose, and reclaim quality rest. Her conversation with @benbikmanphd dives deeper into optimizing metabolic health through strategic meal timing.

#sleep #sleepquality #insomnia #metabolism #metabolichealth #bloodsugar #glucose #insulin #melatonin #circadianrhythm #timerestriceating #intermittentfasting #health #wellness #biohacking #longevity #nutrition #sciencebased",pending,,,,,0,3,,,,,,
C-EjtrQJcWY-1.mp4_podcast,kingmakerpulse,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\foundmyfitness\C-EjtrQJcWY-1.mp4,"A month-long hiatus from deadlifts didn't stop @foundmyfitness from jumping back in with heavy sets plus drop sets, followed by a circuit that tested mental limits more than muscle—at least according to her coach @ziarohrbaugh who noted it was particularly demanding on the CNS. The workout? A 4-round gauntlet of 2 minutes on the Peloton, 21 front barbell squats with just the bar, and 12 pushups that had her fighting through doubt at every squat round. The DOMS hit hard afterward, so she's already ran it off and dosed Meriva phytosomal curcumin (backed by small studies for DOMS relief), with a hot tub session up next—but she's taking suggestions for recovery hacks.

#crossfit #deadlifts",pending,,,,,0,3,,,,,,
DQwnJO9AocA-2.mp4_podcast,itsunpluggedlife,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\simonsinek\DQwnJO9AocA-2.mp4,"Bob Chapman's entire leadership philosophy flipped when he realized one crucial thing: his training prepared him for spreadsheets, not souls.

The result? Taking care of his people meant the metrics handled themselves.

@simonsinek shares this powerful lesson that changes how we think about success in business.

💬 Comment ""Bob"" and I'll DM you the link to the full conversation.

Or, find the full episode of A Bit of Optimism wherever you get your podcasts: ""The Man Who Proved Me Right with CEO Bob Chapman""

#leadership #business #management #success #motivation #inspiration #leadershipdevelopment #businessleadership #ceo #peoplefirst #companyculture #workculture",pending,,,,,0,3,,,,,,
DH3_K8NSsW6-1.mp4_podcast,ironwillascendant,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\teamcocopodcasts\DH3_K8NSsW6-1.mp4,"Joel and Benji Madden joined Rob for an unforgettable conversation on this week's #Literally episode. The full sit-down is available now—link in @teamcocopodcasts bio.

#PodcastEpisode #NewEpisode #GoodCharlotte #MaddenBrothers #PodcastRecommendation #MustListen",pending,,,,,0,3,,,,,,
DPuxXTSDCcU-1.mp4_podcast,inreallifemaxx,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\shawnryanclipped\DPuxXTSDCcU-1.mp4,"Steve Robinson pulls back the curtain on corruption that runs deeper than most realize. The insights shared here expose uncomfortable truths about systems designed to keep people in the dark. This conversation demands attention from anyone who questions the official narrative.

Credit: @shawnryanclipped

#shawnryanshow #shawnryan #corruption #governmentcorruption #conspiracy #conspiracytiktok #conspiracytok #truth #trending #viral #fyp #foryou #foryoupage",pending,,,,,0,3,,,,,,
DPZ_uD_gGzk-1.mp4_podcast,empirestrongofmind,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\michaeljknowles\DPZ_uD_gGzk-1.mp4,"Michael Knowles (@michaeljknowles) breaks down why certain professions get celebrated while others get criticized—and the reasoning might surprise you.

#MichaelKnowles #PoliticalCommentary #CulturalAnalysis #ConservativePodcast #SocialCommentary #PoliticalDiscourse #ModernCulture #ThoughtProvoking #PodcastClips #PoliticalPodcast #CulturalDebate #ConservativeThought #MediaAnalysis #CurrentEvents",pending,,,,,0,3,,,,,,
DPZJE7QjGEE-1.mp4_podcast,crimsonlegionshort,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\thediaryofaceopodcast\DPZJE7QjGEE-1.mp4,"Dr. Robert Lustig breaks down the uncomfortable truth about inherited belief systems in this eye-opening conversation with @thediaryofaceopodcast

Success. Happiness. Morality. The core frameworks passed down through generations might not hold up under scrutiny.

Comment ""Watch"" for the full conversation in your DMs.

How often do you actually question what you've been taught to believe?

Credit: @robertlustigmd x @thediaryofaceopodcast

#podcast #psychology #beliefs #mindset #consciousness #personaldevelopment #criticalthinking #philosophy #success #happiness #morality",pending,,,,,0,3,,,,,,
DP9i9q1kuDf-2.mp4_podcast,bentzenithruler,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\therealbradlea\DP9i9q1kuDf-2.mp4,"When Peter Roth (@official_peter_roth) of @scalifyco sat down with @therealbradlea, he revealed the exact moment everything changed – that single conversation that sparked a leap from working for someone else to building a $23M roofing empire in just 24 months. The growth hasn't slowed down since. Catch the full story on YouTube.

#entrepreneur #businessgrowth #podcast #roofingbusiness #entrepreneurship #businesspodcast #success #millionaire #businessstory #entrepreneurmindset #scaling #businessowner #motivation",pending,,,,,0,3,,,,,,
DRudXjXjaQ--2.mp4_podcast,tjmexicosfinest,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\ryanholiday\DRudXjXjaQ--2.mp4,"The numbers tell a powerful story: @ryanholiday and his team are challenging their community to turn Cyber Monday into something meaningful—transforming $300,000 into 3 million meals through @feedingamerica. He's leading by example with a personal $30,000 contribution to kick things off. This marks their sixth year of choosing impact over excess, where every single dollar multiplies into 10 meals for families in need. Head to dailystoic.com/feeding to be part of something that actually matters.

#FeedingAmerica #CyberMonday #GiveBack #DailyStoic #Stoicism #Charity #EndHunger #MakeADifference #Philanthropy #CommunityImpact",pending,,,,,0,3,,,,,,
DPLU_dPDPv3-1.mp4_podcast,rustywatermeal,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\thediaryofaceopodcast\DPLU_dPDPv3-1.mp4,"# Three minds, one impossible question: what if everything we've been told about life's meaning is wrong?

A psychiatrist who sees people at rock bottom, a Christian philosopher defending divine purpose, and an atheist thinker dismantling comfortable truths walked into the same room.

@thediaryofaceopodcast wasn't looking for easy answers when he sat down with Dr K (@healthygamer_gg), Greg Koukl, and Alex O'Connor (@cosmicskeptic).

Dr K brings insight from working directly with those who've lost their sense of direction, translating their pain into wisdom the rest of us desperately need.

Greg argues that meaning isn't something we create in our heads, it's embedded in reality by something greater than ourselves.

Alex challenges both sides, questioning whether meaning exists at all or if we're just telling ourselves stories to feel better.

The conversation cuts through surface-level takes on why young people are struggling with purpose, why traditional structures are crumbling, and what's actually happening beneath the cultural shift.

They tackled the hard stuff: invented versus discovered meaning, whether this generation is uniquely directionless, religion's actual role in human flourishing, and how our terror of death dictates everything.

No one left with all the answers, but the collision of worldviews created something more valuable than certainty.

Comment 'Life' for the full conversation in your DMs.

#meaningoflife #philosophy #religion #mentalhealth #existentialism #purpose #spirituality #atheism #christianity #deepconversations #podcast",pending,,,,,0,3,,,,,,
DPUPJf9AZpd-2.mp4_podcast,RoughConcreteShifter,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\codiesanchez\DPUPJf9AZpd-2.mp4,"The system wasn't your enemy—it was redirecting you. Every closed door was actually pointing you toward something bigger, a version of success you'd build yourself without compromise. That stubborn streak everyone criticized? That's exactly what separates those who break free from those who don't. 

Via @codiesanchez

#entrepreneurmindset #buildwealth #businessowner #wealthbuilding #financialfreedom #entrepreneurlife #businessmindset #successmindset #buildyourempire #bossmindset",pending,,,,,0,3,,,,,,
C_3PMigp-lt-1.mp4_podcast,reddyplayerwonton,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\simonsinek\C_3PMigp-lt-1.mp4,"Simon Sinek (@simonsinek) tackles the question that floods his DMs more than any other 💬

Got burning questions for him? Leave them in the comments—your question could be featured in an upcoming Q&A session.

#SimonSinek #Leadership #Motivation #QandA #AskSimon #LeadershipDevelopment #InspirationalSpeaker #BusinessMindset #PersonalGrowth #MotivationalSpeaker",pending,,,,,0,3,,,,,,
DMtaeZ8TQOb-2.mp4_podcast,lucysplainyoself,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\markmanson\DMtaeZ8TQOb-2.mp4,"Mark Manson (@markmanson) breaks down why chasing happiness might be the exact thing keeping you from finding it.

The paradox? The harder you pursue it, the more it slips away. Real contentment comes from accepting life's struggles and choosing which ones are worth enduring.

Worth the watch if you've been stuck in the endless cycle of ""I'll be happy when...""

#markmanson #happiness #mentalhealth #selfimprovement #personalgrowth #mindset #motivation #psychology #lifecoach #selfhelp #wisdom #philosophy #growth #mindfulness",pending,,,,,0,3,,,,,,
