job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type,error_category,pass_number
DOzVK3tjvxf-2.mp4_podcast,micmindvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\legionofskanks\DOzVK3tjvxf-2.mp4,"The crew is back and things are about to get wild 🔥 @bigjayoakerson, @gomezcomedy, and @theproblemdavesmith are teaming up for another episode you won't want to miss - streaming exclusively for @gasdigital subscribers at 8PM E! 

Want in? Head to GaSDigital.com and use promo code LOS for a discount on full access 💯

🎙️ @legionofskanks

#LegionOfSkanks #FridayNightHang",success,2,2025-12-18T09:12:50.782332,2025-12-18T09:15:10.775048,,0,3,,,,
DPEde2BiXQ6-1.mp4_podcast,castcoremedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\mattwalshblog\DPEde2BiXQ6-1.mp4,"The left's pattern of violence keeps getting downplayed while the media stays silent on the real threats we're facing. @mattwalshblog breaks down why this double standard is putting everyone at risk.

#Conservative #Politics #Truth #MediaBias #DoubleStandards #PoliticalViolence #FreedomOfSpeech #America #News #Commentary",success,3,2025-12-18T08:29:15.963679,2025-12-18T08:35:56.419048,,1,3,2025-12-18T08:34:05.903725,,,
DJkkDhaxbV4-1.mp4_podcast,bitepodmedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\theproblemdavesmith\DJkkDhaxbV4-1.mp4,"Dave Smith sits down for a raw conversation that spans Douglas Murray's influence, unpacking the ""woke right"" phenomenon, and the pivotal spiritual awakening that changed everything for him.

🎥 @theproblemdavesmith

#DaveSmith #DouglasMurray #WokeRight #Faith #SpiritualJourney #PoliticalDiscourse #FindingGod #DeepConversation #PodcastClips #IntellectualDebate #CultureWars #ModernPolitics #SpiritualAwakening #PoliticalCommentary",success,4,2025-12-18T09:14:50.847936,2025-12-18T09:19:18.100360,,1,3,2025-12-18T08:44:14.096151,,,
DP_k8auDB7K-2.mp4_podcast,bitecastclips,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\foundmyfitness\DP_k8auDB7K-2.mp4,"Under pressure situations, creatine doesn't just help your muscles—it actually supports cognitive function when your brain needs it most. @foundmyfitness breaks down the science.

This comes from episode #369 of The Drive (released 10/20/25).

The complete conversation with Rhonda Patrick, Ph.D. explores protein needs across different life stages, the mTOR-longevity connection, creatine's mental performance benefits, heat exposure for recovery and neuroprotection, plus more.

Full episode available on website and podcast platforms.

#creatine #brainhealth #cognitiveperformance #stress #RhondaPatrick #TheDrive #podcast #longevity #mTOR #protein #heatexposure #recovery #neuroscience #healthspan #musclebuilding #aging #performancenutrition",success,4,2025-12-18T08:29:49.708725,2025-12-18T08:37:40.123956,,0,3,,,,
DQby1k7Dn-E-1.mp4_podcast,clipsonairwave,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\restispolitics\DQby1k7Dn-E-1.mp4,"The hypnotic rhythm of a book tour in full swing 📚✍️

400 signatures deep and @restispolitics caught Rory locked in the zone, one autograph after another in this mesmerizing cycle.

#TheRestIsPolitics #RoryStewart #BookTour #AuthorLife #BookSigning #PoliticsUK #BritishPolitics #Podcast",success,2,2025-12-18T09:22:32.329100,2025-12-18T09:25:54.517343,,2,3,2025-12-18T09:27:22.270609,,,
DHg-ebgJ_O7-2.mp4_podcast,archipelago_one,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\michaeljknowles\DHg-ebgJ_O7-2.mp4,"The lib reporter didn't see this one coming. @michaeljknowles with a response that set the gold standard for media exchanges.

#MichaelKnowles #Conservative #PoliticalCommentary #MediaMoments #LiberalMedia #PoliticalDebate #Conservatives #DailyWire #Politics",success,0,2025-12-18T09:15:25.419624,2025-12-18T09:17:53.367429,,0,3,,,,
DM0ey0cPsCN-2.mp4_podcast,warlordregent,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\lewishowes\DM0ey0cPsCN-2.mp4,"When her life felt stuck, @carolinefleckphd discovered this simple brain rewiring technique 🧠✨

@lewishowes sat down with her to break down exactly how it works.

Drop a 💭 if this resonates with you!

#mindset #neuroscience #brainhealth #personalgrowth #selfimprovement #mentalhealth #neuroplasticity #growthmindset #mindsetshift #selfcare",success,0,2025-12-18T12:50:16.914108,2025-12-18T12:54:56.339224,,0,3,2025-12-18T11:30:35.409369,,,
DBeFGztJn4i-2.mp4_podcast,thequietbaron,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\theovon\DBeFGztJn4i-2.mp4,"@theovon sits down with JD Vance for an eye-opening conversation about the world of lobbyists and how Washington really works 🏛️

#podcast #jdvance #politics #lobbyists #washington #learning #conversation #interview",success,3,2025-12-18T09:17:23.812573,2025-12-18T09:20:14.269560,,0,3,,,,
DIzuQHHPfYf-2.mp4_podcast,thefieldsketcher,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\timferriss\DIzuQHHPfYf-2.mp4,"Stephen West from Philosophize This! podcast drops wisdom that hits different: ""Be the one that takes advice."" 

@timferriss sits down with the philosophy host in a conversation you don't want to miss. Available now on all podcast platforms—Apple Podcasts, Spotify, YouTube, and more.

#TimFerrissShow #PhilosophizeThis #StephenWest #PodcastRecommendation #Philosophy #Wisdom #PodcastInterview #MustListen",success,0,2025-12-18T09:18:03.422257,2025-12-18T09:21:46.863217,,0,3,,,,
DKyNPWIxcyW-2.mp4_podcast,thebaysideduke,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\askvinh\DKyNPWIxcyW-2.mp4,"The secret to breaking into stranger conversations at networking events? It's less about the perfect opening line and more about what happens after, according to @askvinh. Preparation meets opportunity when you've got a crisp self-intro ready to go—then step back, listen actively, and add value without dominating the room. The confidence to approach is just step one; knowing when to speak and when to absorb is what separates awkward encounters from genuine connections.

#networking #networkingevents #networkingskills #networkingtips #communication #communicationskills #socialskills #confidence #careeradvice #careertips #professionaldevelopment",success,4,2025-12-18T09:19:28.159776,2025-12-18T09:22:30.395993,,0,3,,,,
DQxw7JXCa-Z-2.mp4_podcast,thebackroadman,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\icedcoffeehour\DQxw7JXCa-Z-2.mp4,"The wild story of how RJ Mitte landed the role that would define Breaking Bad's heart 🎬

Via @icedcoffeehour

#breakingbad #bettercallsaul #walterwhite #jessepinkman #bryanfcranston #aaronpaul #rjmitte #waltjr #breakingbadcast #breakingbadfan #bcs #tvtrivia #castingstory",success,3,2025-12-18T09:20:24.336017,2025-12-18T09:23:36.212279,,0,3,,,,
DRsJ1sLkrls-2.mp4_podcast,stone_mason_live,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\greatness\DRsJ1sLkrls-2.mp4,"@drjoedispenza sits down for a conversation about unlocking the power that already exists within you. Healing isn't just possible — it's waiting to be activated. 🌟

Tomorrow's episode drops, don't miss it. 🎙️

Credit: @greatness

#JoeDispenza #Healing #Mindset #Potential #Podcast #Transformation #InnerPower #SelfHealing #Consciousness #PersonalGrowth #Awakening #Manifestation",success,0,2025-12-18T09:21:56.921395,2025-12-18T09:25:02.380191,,0,3,,,,
DCEp621yy1F-1.mp4_podcast,sovereignclaw,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\podsaveamerica\DCEp621yy1F-1.mp4,"Democrats need to stop playing defense on a system that's already failing – bold reform is the only path forward, according to @podsaveamerica

#Politics #Democrats #PolicyReform #PoliticalStrategy #ProgressivePolitics #SystemChange #PodSaveAmerica",success,4,2025-12-18T09:22:40.461011,2025-12-18T09:26:46.216035,,0,3,,,,
DJKtivRTcxC-1.mp4_podcast,silverscribewindow,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\jordanbpetersonfans\DJKtivRTcxC-1.mp4,"The perspective shared here by jordan.b.peterson has viewers split down the middle—some nodding in agreement, others ready to debate. Where does this account stand on his take?

Credit to @jordanbpetersonfans for consistently sharing thought-provoking moments like this one.

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #comedyreels #automobile",success,3,2025-12-18T09:27:30.073051,2025-12-18T09:33:00.415576,,2,3,2025-12-18T09:32:20.015547,,,
DRA9ZCBktrg-1.mp4_podcast,seegloryvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\hubermanlab\DRA9ZCBktrg-1.mp4,"Deep dive into why @hubermanlab became a partial owner of @mateina and brought their cold brewed yerba mate to @wholefoods shelves. Growing up with Argentine roots, he's been drinking yerba since age 3, making him uniquely qualified to spot what's missing in the market: air-dried (not smoked), zero sugar versions that actually contain substantial yerba instead of added synthetic caffeine. After finding Mateina's organic looseleaf, he helped develop five cold brew flavors using minimal stevia, all in BPA and PFAS-tested cans. Each contains 120mg of natural caffeine with antioxidants, digestive support, and no crash. Available at Whole Foods, Amazon, and Mateina.com in raspberry, peach, mango key lime, mint limeade, and lemon.

#yerbamate #mateina #caffeine #cleancaffeine #wholefoods #organic #coldbrew #healthylifestyle #hubermanlab #nutrition #wellness #functionaldrinks #nosugar #zerosugar #plantbased #argentine #matcha #energydrink #healthyliving #biohacking",success,0,2025-12-18T09:25:12.442165,2025-12-18T09:31:23.308563,,0,3,,,,
DBY69HjRBPA-1.mp4_podcast,primejuggernaut,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\hubermanlab\DBY69HjRBPA-1.mp4,"Microplastics are in our bodies, but there's actually something we can do about it. @hubermanlab breaks down the research on how these particles affect human health, from brain tissue to hormone disruption. He covers which everyday items are the biggest culprits—some surprising—and walks through evidence-based tactics to reduce exposure to BPA, BPS, phthalates, and PFAS. The episode also dives into how the body naturally detoxifies and what can support that process. For anyone wondering if the risk is real or overblown, he puts the science in context. Full episode available at hubermanlab.com with timestamps for easy navigation.

#neuroscience #science #ciencia #neuroplasticity #plastics #health #credit #nano #micro #liver #brain #cans #soup",failed,1,2025-12-18T12:50:51.530922,2025-12-18T12:50:54.342913,Exception: Phone not found: primejuggernaut,3,3,2025-12-18T12:55:41.461979,,unknown,
DRXTcJ6ASM5-2.mp4_podcast,orbmasterstrike,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\ryanholiday\DRXTcJ6ASM5-2.mp4,"Life doesn't always cooperate with your plans – some days flow smoothly, other days throw obstacles in your path. @ryanholiday reminds us that this contrast is just part of the human experience.

#stoicism #stoic #philosophy #growth #mindset #wisdom #motivation #discipline #resilience #personaldevelopment #selfimprovement #dailystoic",success,2,2025-12-18T09:26:41.200700,2025-12-18T09:31:34.154918,,0,3,,,,
DLSvIaGtKZ2-1.mp4_podcast,kingmakerpulse,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\daveramsey\DLSvIaGtKZ2-1.mp4,"Biblical wisdom meets financial reality in this perspective from @daveramsey. That ancient proverb about debt isn't just a warning—it's a wake-up call. Every payment owns a piece of your future. Imagine redirecting all that money toward building wealth and changing lives instead. The math isn't complicated: zero payments equals maximum freedom to save, invest, and be radically generous. That's not a fantasy—it's a choice.

#DaveRamsey #DebtFree #FinancialFreedom #DebtFreeJourney #MoneyTips #PersonalFinance #FinancialPeace #BudgetingTips #FinancialLiteracy #MoneyMotivation #DebtFreeCommunity",success,4,2025-12-18T09:26:56.261875,2025-12-18T09:32:27.037323,,0,3,,,,
DJedfhFtvZ8-1.mp4_podcast,itsunpluggedlife,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\daveramsey\DJedfhFtvZ8-1.mp4,"Money without a plan has a disappearing act problem—here's the antidote 💸

@daveramsey breaks down the four-step formula that turns financial chaos into clarity:

✔️ Step 1: Total up every dollar coming in
✔️ Step 2: Map out where it all needs to go (savings included)
✔️ Step 3: Assign every single dollar a job until you hit zero—that's zero-based budgeting in action
✔️ Step 4: Monitor your spending throughout the month

The real power move? Setting this up before the new month starts. That's what separates people who build wealth from people who wonder where their paycheck disappeared to.

#budget #budgeting #money #moneytips #finance #financialfreedom #personalfinance #debtfree #financetips #savings #wealth #investing",success,1,2025-12-18T11:08:48.305541,2025-12-18T11:12:27.225660,,0,3,2025-12-18T09:42:19.606951,,,
DRfaX7kkh9G-2.mp4_podcast,ironwillascendant,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\officialbenshapiro\DRfaX7kkh9G-2.mp4,"@officialbenshapiro just demonstrated his pop culture prowess in a movie quote challenge that covered everything from Middle-earth to classic comedy. The Blues Brothers and Lord of the Rings references proved he's not all politics and policy.

#BenShapiro #MovieQuotes #LordOfTheRings #BluesBrothers #PopCulture #MovieChallenge #ClassicMovies #Conservative #PoliticalCommentator #Viral",success,0,2025-12-18T09:31:33.368982,2025-12-18T09:35:45.244377,,0,3,,,,
DQHsxPCDyCe-2.mp4_podcast,inreallifemaxx,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\theadamcarollashow\DQHsxPCDyCe-2.mp4,"Kevin Federline sets the record straight on what actually ended his marriage to Britney Spears 💔 The real story might surprise you.

Via @theadamcarollashow

#KevinFederline #BritneySpears #KFed #AdamCarolla #PodcastClips #CelebrityNews #Hollywood #Divorce #PopCulture #BehindTheScenes",success,2,2025-12-18T09:31:44.210418,2025-12-18T09:36:06.102185,,0,3,,,,
DKiigF8JQdq-2.mp4_podcast,empirestrongofmind,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\theadamcarollashow\DKiigF8JQdq-2.mp4,"Adam Carolla tackles the age-old etiquette question: who picks up the check when you get invited out? 🤔 @theadamcarollashow breaks down the dinner invite debate that's had people arguing for generations.

#AdamCarolla #TheAdamCarollaShow #DinnerEtiquette #SocialEtiquette #WhoPaysBill #DinnerDebate #EtiquetteRules #SocialNorms #Podcast #Comedy",success,4,2025-12-18T09:32:37.097212,2025-12-18T09:35:52.514926,,0,3,,,,
DL0AECnhflA-1.mp4_podcast,crimsonlegionshort,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\restispolitics\DL0AECnhflA-1.mp4,"@restispolitics captured Alastair's skeptical take on $CampbellCoin—and he's not buying into the crypto hype. 💰

#RestIsPolitics #Politics #Podcast #CampbellCoin #Cryptocurrency #Crypto #PoliticalPodcast #UKPolitics #PoliticalDiscussion #CryptoNews",success,3,2025-12-18T09:33:10.479827,2025-12-18T09:37:58.483392,,0,3,,,,
DJsYxpvzPea-1.mp4_podcast,bentzenithruler,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\jordanbpetersonfans\DJsYxpvzPea-1.mp4,"The question on everyone's mind after watching this thought-provoking moment from jordan.b.peterson. What's your take on his perspective here? 

Credit to @jordanbpetersonfans for sharing this powerful content 🔥🔥

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality",success,0,2025-12-18T09:35:55.302743,2025-12-18T09:42:28.060821,,0,3,,,,
DPoRBt4DuFI-1.mp4_podcast,tjmexicosfinest,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\garyvee\DPoRBt4DuFI-1.mp4,"Gary Vaynerchuk (@garyvee) testing if you're really paying attention 👀

Drop your comment below if the message clicked for you.

Want to dive deeper into this? He's actually available via text: 📱 1-212-931-5731

#garyvee #perspective #motivation",success,1,2025-12-18T09:36:11.926236,2025-12-18T09:41:24.315682,,0,3,,,,
DP66V_cAd9p-1.mp4_podcast,sammycakes4me,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\lewishowes\DP66V_cAd9p-1.mp4,"Bob Proctor dropped this truth bomb on @lewishowes: both faith and fear ask us to believe in the invisible—the difference? We get to decide which one wins. Drop a YES below if this perspective shift hits different and you want the full episode link in your DMs 💯

#BobProctor #LewisHowes #Mindset #PersonalDevelopment #SelfImprovement #Motivation #Faith #OvercomeFear #MindsetShift #Inspiration #PersonalGrowth #PodcastClips",failed,1,2025-12-18T12:51:16.869027,2025-12-18T12:51:19.451537,Exception: Phone not found: sammycakes4me,3,3,2025-12-18T12:56:06.806687,,unknown,
DQ48jQAiWWp-1.mp4_podcast,rustywatermeal,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\shawnryanshow\DQ48jQAiWWp-1.mp4,"When SEAL Team 6 pulled off what might be their smoothest tactical maneuver ever recorded 🎯

Via @shawnryanshow

#navyseals #military #shawnryanshow #podcast #war",success,2,2025-12-18T09:36:53.720176,2025-12-18T09:40:48.640431,,0,3,,,,
DN37EqqEmrF-1.mp4_podcast,RoughConcreteShifter,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\podsaveamerica\DN37EqqEmrF-1.mp4,"The harsh reality check nobody wants to hear: no amount of documentation, legal status, or appearance will shield anyone from what's unfolding. @podsaveamerica breaks down why everyone needs to pay attention right now.

#crookedmedia #citizenship",success,3,2025-12-18T09:38:08.543409,2025-12-18T09:42:46.728341,,0,3,,,,
DKIUj3FI2dH-2.mp4_podcast,reddyplayerwonton,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\2bears.1cave\DKIUj3FI2dH-2.mp4,"The kind of brilliant strategy that absolutely cannot backfire 😂 Via @2bears.1cave

#2bears1cave #2bears1cavepodcast #comedians #comedypodcast #podcast",success,2,2025-12-18T09:40:58.699578,2025-12-18T09:46:06.353599,,0,3,,,,
DQ-BF4tEhbh-2.mp4_podcast,pinkmanmcpink,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\joeroganexperience\DQ-BF4tEhbh-2.mp4,"Jeff Dye brings the laughs to the JRE studio in episode 2410 🎙️ The comic, actor, and ""Dye Hard with Jeff Dye"" podcast host sits down with @joeroganexperience to chop it up. Catch his latest special ""The Last Cowboy in LA"" streaming now on YouTube – link in his bio at www.jeffdye.com

#JoeRogan #JoeRoganExperience #JRE #JREPodcast #JoeroganPodcast #Podcast #Comedy #StandUp #JeffDye",failed,2,2025-12-18T12:51:38.074414,2025-12-18T12:51:41.542894,Exception: Phone not found: pinkmanmcpink,3,3,2025-12-18T12:56:32.323831,,unknown,
DRVCF6iEmo1-1.mp4_podcast,lucysplainyoself,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\jockowillink\DRVCF6iEmo1-1.mp4,"When your mind tries to sabotage you, it's a tactical move—not a weakness. @jockowillink breaks down why our brains create distractions right when we're about to level up, and how to outmaneuver the pattern before it derails your progress.

#JockoWillink #Discipline #MentalToughness #SelfSabotage #MindsetShift #OvercomeDistraction #Motivation #DisciplineEqualsFreedom #GetAfterIt #PersonalGrowth #MentalStrength #NoExcuses #StayFocused",success,4,2025-12-18T09:41:35.157032,2025-12-18T09:46:12.092002,,0,3,,,,
DNN9TPxIvxF-1.mp4_podcast,LoomedTwillHook,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\2bears.1cave\DNN9TPxIvxF-1.mp4,"Tom throws out the ultimate question that gets every podcast fan fired up: who makes your Mount Rushmore of guests? Over on @2bears.1cave, these debates hit different when you've got hundreds of episodes to pull from. The real ones know how impossible it is to narrow it down to just five.

#2Bears1Cave #podcastguests #theovon #comedy #tomsegura",success,1,2025-12-18T09:41:58.398888,2025-12-18T09:46:00.265141,,0,3,,,,
DEJKvxkPfGV-2.mp4_podcast,LockedVaultDuster,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\moreplatesmoredates\DEJKvxkPfGV-2.mp4,"The olive oil vs Ozempic debate just got real 🫒 Bryan Johnson drops this bold claim during his conversation with @moreplatesmoredates, and the podcast community can't stop talking about it. Whether you're team natural remedies or team pharmaceutical innovation, this take is guaranteed to spark some serious discussion in the health optimization world.

#brynanjohnson #bryanjohnson #morteplatesmoredates #mpmd #ozempic #oliveoil #biohacking #longevity #healthoptimization #podcast #podcastclips #antiaging #blueprint #wellness",success,0,2025-12-18T09:45:07.289096,2025-12-18T09:49:12.502676,,1,3,2025-12-18T09:49:57.229906,,,
