filename,caption
C0FfwxayOzx-1.mp4,"While most medical discussions stay surface-level, @moreplatesmoredates went deep into the science of scrotal testosterone cream application and DHT optimization with Peter Attia—proving no topic is off limits when it comes to understanding hormone therapy.

#testosterone #trt #hormoneoptimization #menshealth #peterattia #dht #testosteronetherapy #biohacking #longevity #healthoptimization #hormonelhealth #fitness #wellness"
C0KG3CvAA6M-2.mp4,"The controversial document that sparked massive debate across social media – @theproblemdavesmith breaks down Osama's letter to America and why it suddenly went viral decades later. The reactions were polarizing, the context was missing, and the conversation revealed how differently generations process historical events.

#OsamaLetterToAmerica #ViralDebate #SocialMediaControversy #HistoricalContext #GenerationalDivide #CriticalThinking #MediaLiteracy #ViralTikTok #PoliticalDiscourse #911 #ContextMatters"
C0ca9J5v4IH-1.mp4,"The difference between staying stuck and breaking through? Understanding that struggle is actually the signal you've been waiting for. @codiesanchez drops truth bombs that hit different when you're in the thick of it. @impacttheory brings another perspective-shifting conversation worth bookmarking for those moments when you need it most 💯

#lifeisbeautiful #successleavesclues #bossmode #impacttheory #business"
C0effTqoNuX-1.mp4,"What if everything you believed about getting fit, staying healthy, and living longer was working against you? @edmylett sits down with Dave Asprey—THE FATHER OF BIOHACKING—who's invested $2 MILLION into his own body to crack the code on superhuman performance.

Dave Asprey isn't preaching theory from a textbook. He's a walking experiment backed by 20 years of collaboration with elite doctors and researchers. As a four-time New York Times bestseller and creator of THE BULLETPROOF DIET, his latest book ""SMARTER NOT HARDER: The Biohacker's Guide to Getting the Body and Mind You Want"" exposes the shortcuts your body has been hiding from you.

This conversation destroys conventional fitness wisdom:
* Understanding your MEAT OPERATING SYSTEM
* Why training at home beats commercial gyms
* How ROBOTICS and AI are reshaping human performance
* The truth about INTERVAL TRAINING nobody tells you
* Dave's $2 MILLION personal biohacking experiment
* GENE THERAPY and the future waiting for you

Strength, vitality, and longevity aren't earned through suffering—they're unlocked when you feed your biology exactly what it's designed for. Dave's already done the expensive, painful research. Now you get the blueprint.

LINK IN BIO TO WATCH/LISTEN—then SHARE with anyone tired of working hard for mediocre results. Subscribe to all platforms via link in bio.

#Biohacking #DaveAsprey #Bulletproof #Longevity #HealthOptimization #HumanPerformance #GeneTherapy #FitnessInnovation #Wellness #MindsetMatters"
C0jo8GZoW86-1.mp4,"@edmylett discovered something profound while observing his three dogs—Lilly, Daisy and Rose—that changed his perspective on everyday wisdom.

What started as simple moments with his furry companions turned into a full podcast episode exploring 10 powerful life lessons that dogs naturally embody. From chasing dreams with relentless enthusiasm to fiercely protecting the ones you love, Ed breaks down how these four-legged teachers demonstrate principles we often overcomplicate as humans.

While cats remain wrapped in mystery, dogs offer us straightforward guidance on living fully and loving deeply. Their instincts reveal timeless truths about joy, loyalty, and presence that apply directly to our human experience.

This episode unpacks DOG LOGIC in a way that will shift how you see your canine companions—they're not just pets, they're daily reminders of how life is meant to be lived.

Tap the link in bio to watch or listen to the full episode and discover what these remarkable creatures have been teaching us all along. Share this with fellow dog lovers and subscribe to catch every episode.

#maxout #edmylett #podcast #doglessons #lifelessons #personaldevelopment #motivation #inspiration #dogs #dogsofinstagram #mindset #growth #wisdom"
C0oyu2fu7fU-2.mp4,"@edmylett breaks down a truth most people avoid: playing it safe guarantees you'll stay exactly where you are. The comfort zone feels secure until you realize it's actually holding you hostage. Risk isn't reckless—it's required.

@frenchfusemusic

#NoRisk #NoReward #TakeTheRisk #MaxOut #EdMylett #MotivationMonday #RiskTaker #GrowthMindset #SuccessMindset #EntrepreneurLife #PushYourLimits #ComfortZone #BoldMoves #TakeAction"
C0sc34nAnGU-1.mp4,"Dave Smith (@theproblemdavesmith) breaks down the limits of government intervention in this clip.

Want the complete conversation? Head to gasdigital.com and use code POTP at signup for your FREE trial!

#partoftheproblem #libertarian #libertarians #libertarianparty #davesmith #joerogan"
C0sc34nAnGU-2.mp4,"Dave Smith (@theproblemdavesmith) breaks down the limits of government intervention in this clip.

Want the complete conversation? Head to gasdigital.com and use code POTP at signup for your FREE trial!

#partoftheproblem #libertarian #libertarians #libertarianparty #davesmith #joerogan"
C0vBEjmp9gv-2.mp4,"When the profile pic looks innocent but the bio link tells a different story 👀 @moreplatesmoredates weighs in on the modern dating dilemma that's got everyone divided.

JRE #2073

#jre #joerogan #jreclips #joeroganpodcast #joeroganexperience #datingadvice #redflags #moderndating #relationshipadvice #datingtips #relationships #dating #onlyfans #dealbreaker #podcastclips #viral"
C0xWIPMvNl6-1.mp4,"@peterdiamandis drops a mind-bending prediction about AI's role in human longevity that might change how you think about your lifespan. @impacttheory captures this powerful conversation about technology's potential to extend life beyond what we currently imagine possible. Link in bio for the full discussion.

#impacttheory #AI #artificialintelligence"
C1-zo7fOIUS-1.mp4,"Progress stalling despite putting in the work? @moreplatesmoredates breaks down the critical factors most people overlook when their gym results plateau. He explains why consistency alone isn't enough and what actually needs to change to see real gains.

#fitness #gym #workout #bodybuilding #fitnessmotivation #gymmotivation #training #muscle #fitnesstips #gymtips #progressnotperfection #plateaubreaker #gains"
C14nW5cuVBH-2.mp4,"BERT KREISCHER just had one of the most vulnerable conversations of his career with @edmylett—and yes, he kept his shirt on for this one.

Behind the wild comedy sets and arena tours, ""THE MACHINE"" reveals a side most people never see: a father fighting imposter syndrome, a performer grappling with mortality, and a man who's lost 40 pounds on his sobriety journey.

Ed Mylett sits down with the comedian, podcaster, and Netflix star to explore what happens when the laughter stops and real life kicks in. From his bonds with Joe Rogan and Tom Segura to the psychological toll of constant touring, Bert doesn't hold back.

This conversation covers his commitment to self-care, the pressure of present parenting, confronting death, understanding what actually drives his success, and why fearlessness matters more than talent.

⚠️ Fair warning: This episode runs completely unedited. Bert's language is raw and unfiltered because that's authentically who he is, and Ed chose to preserve the genuine flow of their exchange.

LINK IN BIO for the full episode: Life, Death, And Comedy: Bert Kreischer Tells All

#BertKreischer #EdMylett #TheMachine #Sobriety #MentalHealth #Comedy #Podcast #SelfCare #Parenting #ImposterSyndrome #JoeRogan #TomSegura #Fearless #Legacy #RealTalk"
C15BS3YPfuU-1.mp4,"@theovon breaks down why staying stuck in your old operating system is holding you back from the next level 💾

#software #upgrade #mindset #personaldevelopment #growth #motivation #selfimprovement #podcast #clips"
C1HsQbFIfBd-2.mp4,"@edmylett just dropped something different—a Q&A episode where he breaks down his 12-step framework for mastering the art of listening. No guest. No interview. Just straight tactical advice on the skill most people think they have but rarely do.

His premise? Connection isn't built through talking—it's built through making people feel heard. And he's walking through every single technique he uses to make others feel understood, from body language to mental presence.

This one's for anyone who wants to deepen relationships, lead better, or simply make people feel valued. Whether you're building a team, a business, a family, or a community, listening is the foundation.

Drop your questions in the comments—he's reviewing them for future episodes.

#Podcast #Leadership #Communication #ListeningSkills #PersonalDevelopment #SelfImprovement #MaxOut #EdMylett #Mindset #Growth"
C1IS5xsxQP4-1.mp4,"When @theproblemdavesmith drops wisdom like this, you've got to stop and listen 👏

#comedy #standup #standupcomedy #comedyclub #comedyshows #comedian #standupcomedian #funny #lol #laugh #humor #jokes #entertainment #viral #explore"
C1c7eDAxu8A-1.mp4,"The white rice vs brown rice debate might surprise you. 👆🏼

@dave.asprey breaks down why the ""healthier"" option isn't always what you think.

(via @natashagraziano)

#DaveAsprey #biohacking #biohacker #biohacked #health #healthydiet #whiterice #brownrice #rice #carbs #healthycarbs"
C1e3JFEI3p_-1.mp4,"A powerful reality check from @edmylett that everyone scrolling needs to hear right now. The highlight reel isn't the full story, and what shows up in your feed is carefully curated – not the complete truth. He's cutting through the noise to remind us that comparison is the thief of joy, especially when you're comparing your real life to someone else's filtered version.

#motivation #motivationalquotes #inspiration #inspirationalquotes #mindset #success #successmindset #personaldevelopment #selfimprovement #reality #socialmedia #truth #authenticity #perspective"
C1mx8jOA09M-1.mp4,@legionofskanks caught the moment @shanemgillis went head-to-head with @martinshkreli15 and the chemistry was absolutely unhinged 🔥 Catch @bigjayoakerson @gomezcomedy & @theproblemdavesmith hosting #LegionOfSkanks every Tuesday at 8PM E on @gasdigital @dannyjokes2.0 #comedy #podcast #shanegillis
C1sAiIPOSDH-1.mp4,"When @edmylett talks about planting seeds of greatness, he's revealing a truth most people miss: the emotion hardwired into our DNA isn't just about others—it's an inside job first. He breaks down how self-love combined with purposeful ambition removes doubt and builds the confidence needed to accomplish life's biggest goals. The real transformation happens when that internal work connects with purpose, creating an unstoppable force for the family and friends who matter most. This is what it means to have a full heart that overcomes fear. #MAXOUT"
C1sraGZvHX6-1.mp4,"A cautionary tale straight from Charlotte that @theovon had to share with everyone 🚨 Ladies, stay vigilant because this trend isn't isolated to one city. @fda

#charlotte #safety #awareness #ladies #stayalert #publicsafety #important #viral #mustwatch #fda #psa #women #beaware #community #alert"
C1w4-A9I0H5-2.mp4,"The hardest chains to break aren't external—they're the ones we forge in our own minds. @edmylett reminds us that discomfort isn't a warning sign to retreat, it's an invitation to evolve. Every bold decision carries weight, and that weight is what builds strength. Choose the path that scares you a little. That's exactly where transformation lives.

#EdMylett #Motivation #Mindset #PersonalGrowth #GrowthMindset #OvercomeFear #BreakFree #TakeRisks #SelfImprovement #SuccessMindset #Inspiration #DailyMotivation #MindsetMatters #FearlessLiving #PushYourLimits"
C2-1DsSO9R1-2.mp4,"@candaceshow left completely speechless by this moment 🎥

#candaceowens #candace #conservativememes #conservative #conservatives #politics #political #politicalmemes #republican #republicans #maga #trump #trump2024 #donaldtrump #makeamericagreatagain #america #usa #unitedstates #viral #fyp #foryou #foryoupage #explorepage #explore #trending"
C22aXnbu3vs-1.mp4,"The people asking questions are gathering intelligence while everyone else is protecting their ego.

@edmylett breaks down why curiosity beats credentials every single time.

#edmylett #motivation #mindset #success #personaldevelopment #growthmindset #selfimprovement #inspiration #leadership #successmindset #motivationalquotes #wisdom #knowledge #learning"
C2461g7g2KZ-2.mp4,"Tom's got Dave absolutely spiraling with this ""two plus two equals five"" argument 😭 

Watch @theproblemdavesmith try to logic his way through this mathematical chaos while Tom doubles down on the madness. The commitment to the bit is unmatched.

#comedy #podcast #funny #standup #foryou #fyp #viral #comedyvideos"
C2BuPyhNTO_-2.mp4,"Alex Hormozi bringing the dad jokes at corporate level 😂 

Drop your rating in the comments 👇

(via @hormozi)

#alexhormozi #entrepreneurmindset #businessowner #entrepreneurlife #startuplife #businesstips #elevatorpitch #entrepreneurhumor #businessmemes #founderslife #hustleculture #businessgrowth #startupfounder #businessmotivation"
C2Kos8XOhmG-1.mp4,"When Tony Robbins sits down with @edmylett for their fourth conversation, the insights get deeper, the strategies get bolder, and the blueprint for total life transformation becomes crystal clear.

This isn't your typical success talk – it's a full-scale immersion into how the ultra-wealthy think about money AND how high performers master every season of their lives.

From freedom funds to asymmetrical risk rewards, from Ray Dalio's investing fundamentals to private equity allocation strategies that actually work for everyday investors – Tony breaks down what the top 1% know that most people don't.

But here's what makes this episode different: it goes beyond the bank account. Tony and Ed dig into the mental, emotional, and physical alignment required to become the hero of your own story.

🚨 FREE seat waiting: Tony's Time to Rise Summit (January 25-27) – visit jointony100.com to claim yours and design your 2024 results plan in just 3 days.

The conversation covers defining life seasons, conquering modern selfishness, building diversified portfolios regardless of your starting point, and synchronizing mind-body-emotion-action for unstoppable momentum.

Link in bio to watch the full episode with @tonyrobbins now.

#TonyRobbins #EdMylett #LifeMastery #MoneyMastery #WealthBuilding #InvestingStrategies #PersonalDevelopment #FinancialFreedom #SuccessMindset #TimeToRiseSummit #RayDalio #PrivateEquity #AssetAllocation #Entrepreneurship #Philanthropy"
C2LNS1zSnHm-2.mp4,"Comedy gold is hitting Brea Improv this Saturday, and @theproblemdavesmith is bringing the heat! 🔥 He's serving up non-stop laughs that'll have the entire room losing it. Tickets are going fast—don't sleep on this one! 🤣 #DaveSmithComedy #BreaImprov #ComedyNight 🎟️👏"
C2PydIzO-hc-1.mp4,"A terrifying taxi ride with his daughter Bella almost ended in disaster—but what @edmylett discovered in those white-knuckle moments changed everything about how he views control in life.

The cab crash that happened right after they got out? That wasn't just coincidence. It was the universe delivering a brutal wake-up call about what happens when you hand over the steering wheel of your life to someone else.

In this powerful episode, Ed breaks down the real cost of being a passenger in your own existence. He's challenging everyone to audit their thinking, question whose opinions are driving their decisions, and stop letting fear keep them in the backseat.

This isn't about a scary ride—it's about recognizing the patterns where we surrender control without realizing it. The relationships we tolerate. The dreams we postpone. The voice in our head that isn't even ours.

Ed's pulling back the curtain on how to reclaim your power and become the driver of your own destiny.

LINK IN BIO to hear the full story and start taking back control.

#MaxOut #EdMylett #Motivation #PersonalDevelopment #SelfImprovement #Mindset #Leadership #Success #Inspiration #TakeControl #LifeLessons #Podcast #GrowthMindset #Empowerment"
C2QKgklu_nH-1.mp4,"@candaceshow isn't holding back on this one 👀 Sometimes you just have to say what's on everyone's mind 💯

#candaceowens #candace #politics #conservative #news #viral #truth #based #fyp #explorepage #reels #trending"
C2QZg7oSC4O-2.mp4,"Shane Gillis drops knowledge while @theovon takes notes 📚

@celsiusofficial #celsiusbrandpartner #celsiuslivefit"
C2U8GVau3Ij-1.mp4,"The real work begins after you say ""I do"" 💍

@edmylett reminds us that while weddings last a day, marriages require daily effort. Love and respect aren't automatic—they're choices you make every morning when you wake up next to your partner.

Are you putting in the work for the relationship that matters most?

May this couple live a long, healthy, and peaceful life together ❤️

Source: @ceciarmy

#marriage #relationships #love #respect #weddingday #marriagegoals #relationshipadvice #motivation #mindset #couplegoals #commitment #dailywork #weddinginspiration"
C2U8GVau3Ij-2.mp4,"The real work begins after you say ""I do"" 💍

@edmylett reminds us that while weddings last a day, marriages require daily effort. Love and respect aren't automatic—they're choices you make every morning when you wake up next to your partner.

Are you putting in the work for the relationship that matters most?

May this couple live a long, healthy, and peaceful life together ❤️

Source: @ceciarmy

#marriage #relationships #love #respect #weddingday #marriagegoals #relationshipadvice #motivation #mindset #couplegoals #commitment #dailywork #weddinginspiration"
