job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type,error_category,pass_number
DHWgfX2Iy0f-2.mp4_podcast,micmindvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\mastersofscale\DHWgfX2Iy0f-2.mp4,"The brightest minds in business don't wait for the future—they design it together.

@mastersofscale Summit 2025, presented in alliance with @capitalonebusiness, brings together elite founders, CEOs, and investors in San Francisco this October 7-9. Three days of game-changing strategies, powerful connections, and the kind of high-impact conversations that transform how you think about sustainable growth.

This isn't your average conference. It's where partnerships are forged, breakthroughs happen, and fast-scaling entrepreneurs learn directly from leaders behind the world's most iconic companies.

Ready to scale beyond what you thought possible? The link in bio opens the door.

#MastersofScale #MOSSummit",success,2,2025-12-19T09:41:23.574064,2025-12-19T09:46:31.111017,,0,3,,,,
DJKiIjdhJXs-1.mp4_podcast,castcoremedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\tuckercarlson\DJKiIjdhJXs-1.mp4,"A former addict pulls back the curtain on America's rehab industry—and what Chris Cella reveals is disturbing. After battling opioid addiction himself, he's calling out the truth about treatment centers that profit off pain. @tuckercarlson sits down with someone who's seen both sides of recovery.

#TuckerCarlson #ChrisCella #Addiction #OpioidCrisis #Recovery #Rehab #MentalHealth #AddictionRecovery #Truth #Podcast",success,4,2025-12-19T09:41:42.775441,2025-12-19T09:50:08.318005,,0,3,,,,
DQRthXSjYX--2.mp4_podcast,bitepodmedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\themelrobbinspodcast\DQRthXSjYX--2.mp4,"@themelrobbinspodcast dropped this gem during their conversation with Rich Roll: your mood doesn't lead the way—your action does. Stop waiting to feel motivated. Just move, and watch everything else fall into place.

#MoodFollowsAction #MelRobbins #RichRoll #Motivation #MindsetShift #TakeAction #PersonalGrowth #SelfImprovement #MotivationMonday #Podcast #Inspiration",success,3,2025-12-19T09:41:43.122557,2025-12-19T09:47:24.489964,,0,3,,,,
Cvp5n6qAXx5-2.mp4_podcast,bitecastclips,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\theproblemdavesmith\Cvp5n6qAXx5-2.mp4,"@theproblemdavesmith catches Neil deGrasse Tyson in a moment that has the science community doing a double-take. When asked about his most controversial opinion, NDT delivers an answer that sounds more like philosophy than physics. The irony? A science communicator questioning whether science itself delivers truth. Watch as Dave unpacks why this take has everyone talking.

#neildegrassetyson #ndt #science #scientist #physics #astrophysics #cosmos #podcast #podcastclips #controversy #debate #philosophy #truth #sciencecommunication #viral",success,3,2025-12-19T09:41:45.004308,2025-12-19T09:47:23.696646,,0,3,,,,
DP2IpFeD6Mu-2.mp4_podcast,clipsonairwave,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\officialbenshapiro\DP2IpFeD6Mu-2.mp4,"The key to grasping history isn't memorizing dates—it's stepping into the mindset of those who actually experienced it. @officialbenshapiro breaks down why perspective matters more than facts alone.

#history #perspective #education #learning #knowledge #truth #criticalthinking #historylesson #thinkdifferent #wisdom",success,1,2025-12-19T09:42:24.104824,2025-12-19T09:46:54.524781,,0,3,,,,
C-zDBKCA-Io-2.mp4_podcast,archipelago_one,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\moreplatesmoredates\C-zDBKCA-Io-2.mp4,"The B-Team just leveled up their health game 💉

Craig Jones and his crew are now partnering with Marek Health to maximize their performance and recovery. If you're at CJI, swing by the @marekhealth booth to learn how they're helping elite grapplers get their bloodwork and hormones dialed in.

Want the same optimization protocol? Head to MarekHealth.com

Via @moreplatesmoredates

#BJJ #Grappling #CraigJones #BTeam #MarekHealth #TRT #HRT #Optimization #Performance #MMA #NoGi #Jujitsu #BrazilianJiuJitsu #ADCC #CJI #Wrestling #SubmissionGrappling",success,0,2025-12-19T09:42:53.167777,2025-12-19T09:51:19.518025,,0,3,,,,
DLIRdO4Re3o-1.mp4_podcast,warlordregent,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\themelrobbinspodcast\DLIRdO4Re3o-1.mp4,"@themelrobbinspodcast delivers a powerful truth: the pain that shaped you wasn't designed to become your identity. When wounds turn into badges of honor, healing becomes impossible—but real freedom comes from letting go without erasing your story. This conversation cuts deep.

#melrobbins #healing #personalgrowth #mentalhealth #selfawareness #lettinggo #growth #mindset #personaldevelopment #healingjourney #movingforward #innerwork #transformation #emotionalhealing #selfdiscovery",success,1,2025-12-19T09:43:24.747256,2025-12-19T09:47:26.966756,,0,3,,,,
DQ7BUThjcFj-2.mp4_podcast,thequietbaron,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\ryanholiday\DQ7BUThjcFj-2.mp4,"The Naval Academy opened its doors to @ryanholiday, where he had the privilege of speaking to some of America's most dedicated future leaders. A moment he describes as among the greatest honors of his life. Today, he extends his gratitude to all who have worn the uniform in service to this country.

#military #navalacademy #service #veterans #leadership #sacrifice #armedforces #usnavy #militaryservice #thankyouforyourservice #stoicism #publicspeaking",success,4,2025-12-19T09:43:34.035752,2025-12-19T09:48:21.835029,,0,3,,,,
DQelTTrD7dY-1.mp4_podcast,thefieldsketcher,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\theadamcarollashow\DQelTTrD7dY-1.mp4,"When @adamcarolla and @beckyrobinson4 start comparing notes on their worst roommates, the stories get wild 👀 Watch the full episode on @theadamcarollashow

#AdamCarolla #TheAdamCarollaShow #PodcastClips #ComedyPodcast #RoommateStories #PodcastHighlights #FunnyMoments",success,2,2025-12-19T09:45:05.262420,2025-12-19T09:49:44.302563,,0,3,,,,
DDvOfQ8yCJj-1.mp4_podcast,thebaysideduke,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\moreplatesmoredates\DDvOfQ8yCJj-1.mp4,"When @moreplatesmoredates broke down the reality of trenbolone to Joe Rogan, the conversation got wild. From the mental effects to the physical changes, Derek didn't hold back on what actually happens when you're running tren.

JRE #2239

#JoeRogan #JRE #MorePlatesMoreDates #Tren #Trenbolone #Steroids #PEDs #Bodybuilding #Fitness #PodcastClips #JoeRoganExperience #FitnessMotivation #Gym #GymTok #AnabolicSteroids #DerekMorePlatesMoreDates",success,2,2025-12-19T09:46:41.163512,2025-12-19T09:51:36.356255,,0,3,,,,
DKzqcHoxT5b-1.mp4_podcast,thebackroadman,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\theadamcarollashow\DKzqcHoxT5b-1.mp4,"When nature's most elegant bird faces off against a half-dozen apex predators, the outcome might surprise you 🏆 Watch this incredible standoff play out! via @theadamcarollashow

#crane #tigers #nature #wildlife #animalfight #survival #naturevideo #wildlifevideo #animalvideo #viralanimals #naturelovers #wildlifeplanet",success,1,2025-12-19T09:47:04.564977,2025-12-19T09:51:47.262444,,0,3,,,,
DO_wa5ggbtR-1.mp4_podcast,stone_mason_live,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\teamcocopodcasts\DO_wa5ggbtR-1.mp4,"When you realize your friendship with #ConanOBrien comes with its own unique perks 😂 #JanelleJames spills the tea on what it's really like! 

Via @teamcocopodcasts

#CONAF #ConanOBrienNeedsAFriend #PodcastClips #Comedy #FriendshipGoals #CelebFriendships",success,3,2025-12-19T09:49:24.235581,2025-12-19T09:52:13.130469,,1,3,2025-12-19T09:54:14.173379,,,
DPCjS9iEkKB-1.mp4_podcast,sovereignclaw,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\teamcocopodcasts\DPCjS9iEkKB-1.mp4,"The ""Spinal Tap 2"" cast turned up the volume during this epic Airbnb Experience, and @teamcocopodcasts captured every rock-and-roll moment 🎸⚡ #CONAF #airbnbpartner",success,3,2025-12-19T09:47:34.522730,2025-12-19T09:52:18.758526,,0,3,,,,
C6yt39sAbkC-1.mp4_podcast,silverscribewindow,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\legionofskanks\C6yt39sAbkC-1.mp4,"@whitneycummings just crashed #Skankfest and the chaos is exactly what you'd expect 🔥

Full episode drops at 2PM E for the FIRST time ever - link in bio

via @legionofskanks

@skankfestnyc @bigjayoakerson @gomezcomedy @theproblemdavesmith",success,1,2025-12-19T09:47:37.021762,2025-12-19T09:52:13.919545,,0,3,,,,
DLYNajjBUjU-2.mp4_podcast,seegloryvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\teamcocopodcasts\DLYNajjBUjU-2.mp4,"A DNA test completely rewrote Fred Armisen's family story, and the results weren't what he expected. @teamcocopodcasts dives into the moment everything changed. #WEKYN",success,1,2025-12-19T11:50:24.061958,2025-12-19T11:56:55.603748,,0,3,,,,
DRaIL4ukv8D-1.mp4_podcast,primejuggernaut,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\greatness\DRaIL4ukv8D-1.mp4,"The numbers don't lie, and @profgalloway isn't here to sugarcoat them. 

What's actually happening to young men in 2025? Tomorrow's conversation reveals the uncomfortable truths most people refuse to acknowledge—and the real cost of looking away.

Mark your calendar: 11.24.2025 👀

Full episode drops tomorrow. 🔥

via @greatness

#Podcast #YoungMen #SocietyTrends #ScottGalloway #RealTalk #MentalHealth #NextGeneration #HardConversations #SocialIssues #PodcastEpisode #ComingSoon",failed,1,2025-12-21T19:48:05.553060,2025-12-21T19:48:07.979724,Exception: Phone not found: primejuggernaut,3,3,2025-12-21T19:52:55.501435,,unknown,
DGvquvSvgy2-2.mp4_podcast,orbmasterstrike,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\badfriendspod\DGvquvSvgy2-2.mp4,"Bobby's take on Adam Ray is absolutely unfiltered 😅

via @badfriendspod

#badfriends #bobbyleelive #andrewsantino #standup #standupcomedy #podcast #podcastclips #comedy #funny #comedypodcast #bobbylee #adamray",success,2,2025-12-19T09:50:19.493165,2025-12-19T09:54:27.159477,,0,3,,,,
DKSoQ_bR_0u-1.mp4_podcast,kingmakerpulse,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\tuckercarlson\DKSoQ_bR_0u-1.mp4,"Glenn Greenwald calls out the irony of Jake Tapper suddenly ""revealing"" what he'd been helping to hide all along. @tuckercarlson breaks down the contradiction.

#GlennGreenwald #JakeTapper #MediaHypocrisy #TuckerCarlson #PoliticalCommentary #NewsAnalysis #MediaBias #Journalism",success,4,2025-12-19T09:50:30.650767,2025-12-19T09:55:03.107176,,0,3,,,,
CdVxnf5AUpL-1.mp4_podcast,itsunpluggedlife,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\impacttheory\CdVxnf5AUpL-1.mp4,"Mark Zuckerberg (@zuck) sat down with Tom Bilyeu to unpack what's next for NFTs, digital collectibles, and the metaverse in ways most people aren't talking about yet. The full conversation on @impacttheory goes deep into where this technology is actually headed. Link in bio for the complete episode.

#MarkZuckerberg #NFTs #Metaverse #DigitalCollectibles #Web3 #ImpactTheory #TomBilyeu #Technology #Future #Innovation",success,0,2025-12-19T09:51:29.569609,2025-12-19T09:56:13.784586,,0,3,,,,
DOwPLHICSs5-1.mp4_podcast,ironwillascendant,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\codiesanchez\DOwPLHICSs5-1.mp4,"The gap between who you are and who you're capable of becoming? That's just fear disguised as safety. @codiesanchez reminds us that the worst-case scenario rarely includes death—so what's really stopping you? She breaks down why most people waste their potential overthinking risks that don't actually exist. Every skill, every opportunity, every gift you've been given is waiting for you to finally use it. The doing starts now.

#entrepreneurmindset #fearless #takeaction #personalgrowth #mindsetshift #stopmakingexcuses #livefully #potentialunleashed #noregrets #justdoit #overcomefear #successmindset #motivationmonday #entrepreneurlife #growthmindset",failed,1,2025-12-21T19:48:18.025982,2025-12-21T19:52:01.653231,"Max steps reached - Vision analysis: This screen shows the Instagram profile page for ""thesudamericana"" (CONMEBOL Sudamericana tournament's official account). The user appears to be viewing this profile normally with no visible error messages, popups, or ""action blocked"" notifications.

Since the context indicates ""max steps reached without completing post"" but shows a profile viewing screen rather than a posting interface, it seems the posting flow was likely interrupted or the user navigated a",3,3,2025-12-19T12:41:56.174525,action_blocked,account,
DQVWMtyCNum-1.mp4_podcast,inreallifemaxx,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\hormozi\DQVWMtyCNum-1.mp4,"Here's a mindset shift worth millions: while everyone's obsessing over cutting costs, @hormozi points out the obvious play sitting right in front of us—hiring talented people. The ROI? Somewhere between 10x and 100x. And despite what conventional wisdom says, underpriced talent exists everywhere. The question isn't whether it's available. It's whether you're actually looking.

#alexhormozi #businessgrowth #entrepreneurmindset #hiringtips #businessstrategy #roi #talentacquisition #scaleyourbusiness #businessowner #entrepreneur",success,1,2025-12-19T09:51:57.312626,2025-12-19T09:56:48.760670,,0,3,,,,
CukRWk_LIt_-2.mp4_podcast,empirestrongofmind,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\moreplatesmoredates\CukRWk_LIt_-2.mp4,"The internet can't stop making Tren memes, but should they? Chris Bumstead weighs in on whether the jokes are actually fueling a dangerous trend or if it's all just harmless fun. @moreplatesmoredates breaks down where Cbum stands on this controversial topic.

#chrisbumstead #cbum #tren #trenbolone #steroids #peds #bodybuilding #gym #fitness #moreplatesmoredates #gymhumor #fitnessmemes #bodybuildingmemes",success,3,2025-12-19T09:55:11.995958,2025-12-19T09:57:25.766826,,2,3,2025-12-19T10:00:01.931352,,,
DP98pWijH7F-2.mp4_podcast,crimsonlegionshort,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\thediaryofaceopodcast\DP98pWijH7F-2.mp4,"Former Secret Service agent Evy Poumpouras breaks down the productivity trap most people fall into—confusing motion with progress.

Her insight? Decision fatigue is draining your mental energy before you even tackle what matters. The solution isn't doing more, it's eliminating the noise.

Comment ""Evy"" and I'll personally DM you our conversation.

Are you making progress or just staying in motion?

Via @thediaryofaceopodcast

Credit: @evypoumpouras

#productivity #decisionfatigue #secretservice #mindset #success #entrepreneurship #personaldevelopment #timemanagement #focus #goals #evypoumpouras #podcast",success,1,2025-12-19T09:52:23.964041,2025-12-19T09:59:03.804507,,0,3,,,,
DM-wb54J_Bn-2.mp4_podcast,bentzenithruler,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\greatness\DM-wb54J_Bn-2.mp4,"The difference between feedback that fuels your growth and feedback that just fuels your doubt? @mrbeast breaks down exactly why most creators are listening to the wrong voices. @greatness captured this gem 💎

SUBJECTIVE vs OBJECTIVE – knowing which is which changes everything. Stop letting random opinions shake your confidence when they have zero basis in reality.

Filter ruthlessly. Extract value. Keep building.

Drop your thoughts below 👇 and comment ""YES"" if you want the full episode in your DMs ✨

#MrBeast #Feedback #CreatorMindset #GrowthMindset #ContentCreator #SuccessMindset #Entrepreneurship #SelfImprovement #PersonalGrowth #MotivationDaily",success,3,2025-12-19T09:52:28.808019,2025-12-19T09:58:01.621340,,0,3,,,,
DQhswdsEi2v-1.mp4_podcast,tjmexicosfinest,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\icedcoffeehour\DQhswdsEi2v-1.mp4,"**112 subpoenas.** That's the staggering number Eric Trump had to deal with, and @icedcoffeehour breaks down exactly why it happened. The legal pressure was intense, but what led to this unprecedented situation? This deep dive reveals the investigations, the legal battles, and the political storm that put Eric in the hot seat.

#EricTrump #TrumpFamily #Politics #LegalNews #Subpoena #PoliticalNews #Investigation #NewsBreakdown #CurrentEvents #PoliticsExplained #TrumpOrganization #LegalAnalysis #PodcastClips",success,0,2025-12-19T11:52:14.902161,2025-12-19T11:58:38.694021,,0,3,2025-12-19T10:11:03.451511,,,
DOrAixxkbbP-1.mp4_podcast,sammycakes4me,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\theovon\DOrAixxkbbP-1.mp4,"Chris D'Elia might be making a comeback 👀

@theovon caught this moment that has everyone talking. The comedy world is watching closely.

Credit: @theovon

#ChrisDelia #TheoPodcast #ComedyNews #StandUpComedy #PodcastClips #Comedy #Comedian",failed,2,2025-12-21T19:49:05.067260,2025-12-21T19:49:07.097680,Exception: Phone not found: sammycakes4me,3,3,2025-12-21T19:53:55.019253,,unknown,
DLhtNUkRrZ3-1.mp4_podcast,rustywatermeal,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\askvinh\DLhtNUkRrZ3-1.mp4,"The power of the pause is real 🎯 @askvinh breaks down why the space between your words matters just as much as the words themselves. Master this one technique and watch how differently people listen to you.

#communicationskills #publicspeaking #confidence #selfimprovement #personaldevelopment #communication #speakingtips #presentationskills #leadership",success,0,2025-12-19T12:08:08.533610,2025-12-19T12:10:38.459385,,2,3,2025-12-19T12:12:58.480322,,,
DD0X8FCyKdx-2.mp4_podcast,RoughConcreteShifter,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\tonyrobbins\DD0X8FCyKdx-2.mp4,"The ripple effect of generosity knows no bounds when compassion meets action 💫 

@tonyrobbins' foundation just wrapped three decades of transforming lives worldwide—from nurturing emerging leaders across continents to rallying volunteers in the fight against hunger. Every person touched, every community uplifted, every barrier broken represents the power of collective giving 🌎

The momentum isn't slowing down. Their vision? Reach further, serve deeper, change more lives.

Three ways to be part of this movement:
🩵 Contribute to the cause
🙌 Give your time as a volunteer  
📚 Explore their programs

Because as Tony says, The Secret to Living is Giving ✨

Ready to create change? Head to @thetonyrobbinsfoundation (link in bio) or thetonyrobbinsfoundation.org

#secrettolivingisgiving #forceforgood",success,4,2025-12-19T09:56:07.040380,2025-12-19T10:04:25.993833,,0,3,,,,
DGliHHzynmG-2.mp4_podcast,reddyplayerwonton,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\joeroganexperience\DGliHHzynmG-2.mp4,"Netflix just dropped ""American Primeval"" and director Peter Berg (@pberg44) pulled up to break it all down with @joeroganexperience on episode 2280. The writer-director-producer shares the vision behind his latest series in this conversation.

https://www.netflix.com/title/81457507

#JoeRogan #JRE #PeterBerg #AmericanPrimeval #Netflix #Director #FilmMaking #Producer #Podcast #JoeRoganPodcast",success,0,2025-12-19T09:56:23.856245,2025-12-19T10:00:01.178707,,0,3,,,,
C6l1TKnOPWj-1.mp4_podcast,pinkmanmcpink,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\chriswillx\C6l1TKnOPWj-1.mp4,"A Navy SEAL walks into a first date... and the story gets darker than any crime documentary 🎭

@chriswillx sits down with MrBallen to unpack the most unhinged first date scenario you'll ever hear, plus the raw journey from military operations to becoming the internet's master storyteller of true crime and survival tales.

#MrBallen #ChrisWilliamson #NavySEAL #TrueCrime #Podcast #FirstDate #Storytelling #MilitaryLife #Resilience #Courage #PodcastClips #ModernWisdom",failed,2,2025-12-21T19:49:29.608238,2025-12-21T19:49:32.015893,Exception: Phone not found: pinkmanmcpink,3,3,2025-12-21T19:54:19.557165,,unknown,
DBZRl7EO1En-2.mp4_podcast,lucysplainyoself,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\michaeljknowles\DBZRl7EO1En-2.mp4,"Liberty University is bringing the heat this Friday, October 25th with @michaeljknowles headlining ""Freedom Uncensored: Winning Next Gen"" – and the lineup doesn't stop there. He breaks down what the next generation needs to hear, no filter attached. Registration's open now, so lock in your spot before it's too late.

#MichaelKnowles #LibertyUniversity #FreedomUncensored #WinningNextGen #CollegeConservatives #NextGeneration #ConservativeMovement #CampusEvent #Oct25",success,1,2025-12-19T09:57:35.171992,2025-12-19T10:01:53.800976,,0,3,,,,
