job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type,error_category,pass_number,run_id,video_id
DEfc5uGuvwu-2.mp4_podcast,castcoremedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\michaeljknowles\DEfc5uGuvwu-2.mp4,"The domino effect of Trump's victory just claimed its biggest casualty north of the border. @michaeljknowles connects the dots on Trudeau's resignation.

#JustinTrudeau #DonaldTrump #Canada #Politics #Conservative #Trump #Trudeau #PoliticalNews #Breaking #Resignation",success,2,2025-12-22T19:31:15.149653,2025-12-22T19:35:40.433429,,0,3,,,,,,
DFDM1VHNfHi-2.mp4_podcast,bitepodmedia,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\tonyrobbins\DFDM1VHNfHi-2.mp4,"The wisdom drop everyone's been waiting for just landed 🎯 @tonyrobbins brought the heat and this episode is absolutely packed with game-changing insights you won't want to miss. Drop 'TONY' in the comments to catch the full conversation!

#TonyRobbins #Podcast #Motivation #SelfDevelopment #PersonalGrowth #Mindset #Success #Inspiration #PodcastEpisode #MustWatch",failed,1,2025-12-22T20:02:18.852283,2025-12-22T20:07:31.728574,Exception: UI dump failed (WebDriverException): Message: Could not proxy command to the remote server. Original error: connect ECONNREFUSED 127.0.0.,3,3,2025-12-22T20:07:10.037705,appium_crash,infrastructure,,,
DP4eLd6Eo_S-2.mp4_podcast,bitecastclips,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\icedcoffeehour\DP4eLd6Eo_S-2.mp4,"The tech world is buzzing after China just dropped an iPhone 17 alternative that's turning heads for all the right reasons. According to @icedcoffeehour, this isn't your typical knockoff situation – the dupe might actually have Apple beat on features. Sometimes the copy outdoes the original. 👀

#iPhone17 #TechNews #China #Apple #Smartphone #TechReview #AndroidVsApple #PhoneDupe #TechCommunity #MobileTech #Innovation #TechTrends",success,3,2025-12-22T20:08:44.769383,2025-12-22T20:11:17.061281,,2,3,2025-12-22T20:13:34.701458,,,,,
DRFu5awEvjk-1.mp4_podcast,clipsonairwave,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\profgalloway\DRFu5awEvjk-1.mp4,"The moment @edhelms needed to set the record straight with @profgalloway during their LA stop 🎤

#PivotTour",failed,2,2025-12-22T20:05:31.463242,2025-12-22T20:14:39.030767,"Exception: Appium connection failed after 3 attempts: Message: Error executing adbExec. Original error: 'Command ''C:\Users\asus\Downloads\android-sdk\platform-tools\adb.exe' -P 5037 -s 98.98.125.32\:20604 shell dumpsys window' timed out after 120000ms'. Try to increase the 120000ms adb execution timeout represented by 'adbExecTimeout' capability
Stacktrace:
UnknownError: Error executing adbExec. Original error: 'Command ''C:\Users\asus\Downloads\android-sdk\platform-tools\adb.exe' -P 5037 -s 98",3,3,2025-12-22T20:10:21.402542,appium_crash,infrastructure,,,
DMTROxTx-wj-2.mp4_podcast,archipelago_one,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\ryanholiday\DMTROxTx-wj-2.mp4,"A 13-year publishing anniversary hits different when your debut book becomes more urgent with time, not less. @ryanholiday dropped ""Trust Me I'm Lying"" in 2012, put out an updated edition in 2017, and somehow the cultural diagnosis he wrote about keeps proving itself more accurate every day. The kind of relevance an author doesn't necessarily want to be right about.

#TrustMeImLying #MediaManipulation #DigitalMedia #BookRecommendations #MustRead #MediaLiteracy #SocialMedia #RyanHoliday",failed,0,2025-12-22T20:07:32.830067,2025-12-22T20:08:48.604385,Exception: Device 98.98.125.32:20345 never appeared in ADB devices list after 60s,3,3,2025-12-22T20:12:31.350630,adb_timeout,infrastructure,,,
DQQBlfADOZh-2.mp4_podcast,warlordregent,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\thediaryofaceopodcast\DQQBlfADOZh-2.mp4,"# Learning by doing versus overthinking—Evy Poumpouras settles the debate

Former Secret Service agent Evy Poumpouras breaks down why action beats analysis paralysis every time.

Her perspective? Most people get stuck planning for every scenario that might never happen.

Comment ""Evy"" for the full conversation in your DMs.

Where do you stand—team calculated risk or team perfect timing?

Via @evypoumpouras x @thediaryofaceopodcast

#evypoumpouras #secretservice #mindset #overthinking #takeaction #personaldevelopment #growthmindset #motivational #successmindset #podcastclips",failed,2,2025-12-22T20:03:02.580640,2025-12-22T20:12:16.038264,"Exception: UI dump failed (WebDriverException): Message: Could not proxy command to the remote server. Original error: timeout of 240000ms exceeded
",3,3,2025-12-22T20:07:56.421213,appium_crash,infrastructure,,,
DE_HZZiPL42-2.mp4_podcast,thequietbaron,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\thejrecompanion\DE_HZZiPL42-2.mp4,"Brian's hallway reaction had everyone in tears during this Protect our Parks moment 😂 The smelling salts struck again, and his desperate ""Why?!?"" echoed through the studio. Classic chaos captured by @thejrecompanion

From The Joe Rogan Experience Episode 2256 - Protect our Parks 14 with Shane Gillis, Mark Normand & Ari Shaffir (@bscomedian)

Full episode in bio and episode links.

Follow @shanemgillis
Follow @marknormand
Follow @arishaffir
Follow @joerogan
Follow @jamievernon

#joerogan #joeroganexperience #jrec2256 #jreshanegillis #jremarknormand #jrearishaffir #shanegillis #marknormand #arishaffir #protectourparks #jreprotectourparks #jrepodcast #thejrecompanion",failed,0,2025-12-22T20:00:30.872878,2025-12-22T20:03:41.881532,"Loop stuck - Vision analysis: This appears to be a mobile browser screen with Google search open and a keyboard displayed, not the Instagram app. The screen shows a basic Google search interface with an empty search bar and a QWERTY keyboard at the bottom.

The loop recovery failure likely occurred because the automation was trying to interact with Instagram but ended up on a different app/browser instead. To fix this, the system would need to navigate back to the Instagram app and restart the p",3,3,2025-12-22T19:58:51.742599,claude_stuck,infrastructure,,,
DOorGnxEpaY-2.mp4_podcast,thefieldsketcher,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\greatness\DOorGnxEpaY-2.mp4,"Looking for a quick mental reset? Science shows just 5 minutes outside does wonders for your focus and overall health. Today's episode dives deep into NATURE & THE MIND 🌱☀️

via @greatness

#greatness #schoolofgreatness #touchgrass #nature #gooutside",failed,3,2025-12-22T19:50:16.116510,2025-12-22T19:52:42.154981,"Max steps reached - Vision analysis: This shows Instagram's ""Add to story"" screen where a user is selecting content from their recent photos/videos. The interface appears to be functioning normally with no visible error messages, login prompts, or ""action blocked"" warnings.

The post likely failed because the user reached the maximum step limit (30) while still in the content selection phase - they haven't yet added a caption or clicked share to actually post the story. To fix this, the user wou",3,3,2025-12-22T19:55:06.056132,action_blocked,account,,,
DRKeiLVCcOw-1.mp4_podcast,thebaysideduke,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\restispolitics\DRKeiLVCcOw-1.mp4,"What would happen if Keir Starmer finally said what millions are thinking about Brexit? Alastair Campbell lays out the exact speech he believes needs to be delivered.

Via @restispolitics

#RestIsPolitics #AlistairCampbell #KeirStarmer #Brexit #UKPolitics #LabourParty #PoliticalCommentary #BritishPolitics #Politics",failed,1,2025-12-22T19:58:47.787502,2025-12-22T20:02:08.781519,"Max steps reached - Vision analysis: This shows a TikTok app screen (not Instagram as mentioned in the context), displaying the main feed with a video of three women in a car. The video appears to be playing normally with engagement metrics visible (47K likes, 310 comments, 2,309 shares).

There are no visible error messages, popups, or ""action blocked"" warnings on the screen. The discrepancy between the context mentioning Instagram and the actual TikTok interface suggests there may be confusion",1,3,,action_blocked,account,,,
DRmkvHvCb1s-2.mp4_podcast,thebackroadman,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\pbd.podcast\DRmkvHvCb1s-2.mp4,"@pbd.podcast captures the moment NFL players pushed back hard against the league's COVID protocols and weren't staying quiet about it.

#NFL #COVID #CovidRules #Sports #Football #Pandemic #Athletes #PlayerRights #SportsNews #NFLNews",success,4,2025-12-22T20:04:29.816578,2025-12-22T20:08:44.155350,,2,3,2025-12-22T20:09:23.183523,,,,,
DJsB_x_vCTv-1.mp4_podcast,stone_mason_live,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\timferriss\DJsB_x_vCTv-1.mp4,"Jake Kaminski (@jake_kaminski_) drops a truth bomb about the simplest success habit most people ignore: detailed note-taking. Despite coaching countless individuals and pushing them to document their journey, barely anyone actually follows through. Sometimes the most powerful tools are the ones we overlook.

@timferriss sits down with Jake in this must-listen conversation—available now on Apple Podcasts, Spotify, YouTube, and everywhere you stream.

cc: @joelturneractual

#TimFerriss #JakeKaminski #ProductivityTips #SuccessHabits #CoachingAdvice #NoteTaking #PodcastClips #PersonalDevelopment #PerformanceTips #PodcastRecommendation",success,3,2025-12-22T19:46:55.678986,2025-12-22T19:48:37.361335,,0,3,,,,,,
DOhEFonEvTI-1.mp4_podcast,sovereignclaw,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\teamcocopodcasts\DOhEFonEvTI-1.mp4,"When your parents give you a name that doubles as a secret code 🤯 @teamcocopodcasts reveals what CONAF really stands for and honestly, we're still processing this information

#CONAF #ConanOBrien #PodcastClips #FunnyPodcast #ComedyPodcast #PodcastMoments #TeamCoco",success,4,2025-12-22T19:48:19.712381,2025-12-22T19:51:09.232490,,1,3,2025-12-22T19:53:09.646086,,,,,
DG7OycYJZ2e-1.mp4_podcast,silverscribewindow,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\foundr\DG7OycYJZ2e-1.mp4,"Looking for proof that age is just a number in business? @rachhwilde launched tbh Skincare at just 24, spotting what major beauty brands were missing: products that were both high-performance AND sustainable.

The brand exploded, but success came with serious growing pains. Imposter syndrome, scaling chaos, and the pressure of running a viral eCommerce company tested everything she thought she knew about entrepreneurship.

@NathanChan from @foundr pulls back the curtain on Rachael's journey, covering:
- Building a cult-favorite brand from scratch
- Her costliest early mistake (plus the lesson that came with it)
- The exact playbook behind products that go viral and convert
- Landing major retail partnerships
- Conquering self-doubt as a young founder
- Making a family business partnership actually work

This conversation hits different if you've ever questioned your own readiness to build something big.

Drop your takeaways in the comments!

Full episode on YouTube – search 'Foundr Rachael Wilde'.

Comment ""PODCAST"" for a DM with our full conversation!

#foundr #entrepreneur #skincare #tbhskincare #businessgrowth #ecommerce #youngentrepreneur #startup #brandbuilding #entrepreneurship #podcast #businesspodcast",success,4,2025-12-22T19:48:52.490876,2025-12-22T19:51:41.615128,,0,3,,,,,,
DB10oGTByV1-2.mp4_podcast,seegloryvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\mastersofscale\DB10oGTByV1-2.mp4,"Maryland's Governor @iamwesmoore shares what truly haunts him in the late hours: the stark reality of poverty affecting countless lives. His perspective might surprise you—he's not pointing fingers at billionaires as the root cause.

Via @mastersofscale

#MoSsummit #wesmoore #maryland #poverty #billionaires",success,1,2025-12-22T19:48:54.716634,2025-12-22T19:52:25.808613,,0,3,,,,,,
DHNH4xjsrHU-1.mp4_podcast,orbmasterstrike,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\russellbrand\DHNH4xjsrHU-1.mp4,"@russellbrand breaks down the uncomfortable truth about how power really operates behind closed doors – and why the public rarely gets to see what's actually happening. This perspective challenges everything we think we know about transparency in leadership.

#russellbrand #news #awareness #truth #consciousness #exposed #reality #wakeup #mindset #perspective #media",success,0,2025-12-22T19:50:30.723109,2025-12-22T19:52:34.077158,,0,3,,,,,,
DGn9nvXpSnL-2.mp4_podcast,kingmakerpulse,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\simonsinek\DGn9nvXpSnL-2.mp4,"A hard-earned title doesn't silence self-doubt—so why do we keep fighting battles we've already won?

@simonsinek sits down with @jockowillink to unpack this and other leadership struggles that show up everywhere from boardrooms to battlefields. New episode of A Bit of Optimism is live.

#leadership #leadershipdevelopment #leaders #simonsinek #jockowillink #podcast #leadershiplessons #businessleadership #military #selfimprovement #personalgrowth #abitofoptimism",success,4,2025-12-22T19:51:19.282778,2025-12-22T19:55:13.999432,,0,3,,,,,,
DFdIMcYu7q0-2.mp4_podcast,itsunpluggedlife,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\timferriss\DFdIMcYu7q0-2.mp4,"Seth Godin flips the script on wedding economics in this moment from @timferriss's latest podcast. A question that challenges everything about how we think about value and celebration. 💍

Catch the full conversation on Apple Podcasts, Spotify, YouTube, or your favorite podcast platform.

#wedding",success,4,2025-12-22T19:51:51.675768,2025-12-22T19:53:56.950101,,0,3,,,,,,
DKJJkD3SyEh-2.mp4_podcast,ironwillascendant,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\jordanbpetersonfans\DKJJkD3SyEh-2.mp4,"Jordan Peterson's perspective cuts through the noise—but does his argument hold up under scrutiny?

🔥 @jordanbpetersonfans brings you the thought-provoking moments that challenge conventional thinking

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality",success,2,2025-12-22T19:52:43.886291,2025-12-22T19:55:24.335476,,0,3,,,,,,
DQxvxwAjPAp-1.mp4_podcast,inreallifemaxx,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\shawnryanshow\DQxvxwAjPAp-1.mp4,"When @shawnryanshow sat down with these guests, nobody expected the conversations to go THIS dark. Victor Marx, Nick Irving, Father Dan Reehil, Pete Scobell, Victor Vescovo, and Brandon Fugal shared moments that left everyone speechless. Some stories aren't meant to be easy to hear.

#shawnryanshow #podcast",failed,3,2025-12-22T20:00:42.687030,2025-12-22T20:02:39.786681,Exception: UI dump failed (InvalidSessionIdException): Message: The session identified by bf000298-adb2-491e-a288-9798a1b34260 is not known; For documentat,3,3,2025-12-22T20:03:14.991821,,unknown,,,
DH6JTIJRuPs-1.mp4_podcast,empirestrongofmind,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01c\simonsinek\DH6JTIJRuPs-1.mp4,"Understanding your own worth takes more than just positive thinking—it requires real work. @simonsinek sits down with @lewishowes, New York Times bestselling author, former pro athlete, and host of The School of @greatness podcast, to explore the difficult journey from self-loathing to self-acceptance. Lewis opens up about overcoming a traumatic childhood, learning disabilities, and years of insecurity that shaped his path to personal growth. In this A Bit of Optimism episode, they dive into the insecurities we all carry, examine their relationship with money trauma, and reveal why courage is the gateway to genuinely liking who you are. Hear the complete conversation on your favorite podcast platform 🎧

#selfawareness #personalgrowth #mentalhealth #podcast #leadership #innerwork #selfacceptance #courage #greatness #mindset #abitofoptimism",failed,4,2025-12-22T20:01:42.701855,2025-12-22T20:03:00.076922,Exception: Device 98.98.125.39:21548 never appeared in ADB devices list after 60s,3,3,2025-12-22T20:03:21.428795,adb_timeout,infrastructure,,,
DLVKNVcyHTV-2.mp4_podcast,crimsonlegionshort,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\mastersofscale\DLVKNVcyHTV-2.mp4,"When a six-day vow of silence becomes the catalyst for launching a $172M venture fund, you know there's a story worth hearing. Stacy Brown-Philpot's path from Google executive to TaskRabbit CEO has now led to founding Cherryrock Capital, where she's backing underinvested founders and challenging the venture capital playbook. Her conversation with @jeffberman on @mastersofscale reveals how quiet reflection sparked loud action in an industry that desperately needed disruption.

#VentureCapital #StartupFunding #Leadership #Entrepreneurship #WomenInBusiness #SiliconValley #BusinessPodcast #Innovation #Founders #VC",failed,0,2025-12-22T20:02:20.105073,2025-12-22T20:03:36.816991,Exception: Device 98.98.125.32:20602 never appeared in ADB devices list after 60s,3,3,2025-12-22T20:03:24.751237,adb_timeout,infrastructure,,,
C2-1DsSO9R1-2.mp4_podcast,bentzenithruler,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\candaceshow\C2-1DsSO9R1-2.mp4,"@candaceshow left completely speechless by this moment 🎥

#candaceowens #candace #conservativememes #conservative #conservatives #politics #political #politicalmemes #republican #republicans #maga #trump #trump2024 #donaldtrump #makeamericagreatagain #america #usa #unitedstates #viral #fyp #foryou #foryoupage #explorepage #explore #trending",failed,2,2025-12-22T20:04:33.249027,2025-12-22T20:07:47.002482,"InvalidSessionIdException: Message: The session identified by f49971c0-6917-47df-b6bc-c3691dd7b86c is not known; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
io.appium.uiautomator2.common.exceptions.NoSuchDriverException: The session identified by f49971c0-6917-47df-b6bc-c3691dd7b86c is not known
	at io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.ja",3,3,2025-12-22T20:09:19.730760,appium_crash,infrastructure,,,
DPzPRovDUGq-2.mp4_podcast,tjmexicosfinest,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\ryanholiday\DPzPRovDUGq-2.mp4,"Pre-order week is here. @ryanholiday's final installment of The Stoic Virtues Series drops in days—signed and numbered copies still available at dailystoic.com/wisdom before the official launch.

#Stoicism #StoicVirtues #RyanHoliday #DailyStoic #Philosophy #StoicPhilosophy #BookRelease #NewBook #PreOrder #Wisdom #StoicWisdom #PhilosophyBooks #BookStagram #MustRead",failed,4,2025-12-22T20:12:59.141896,2025-12-22T20:14:14.906316,Exception: Device 98.98.125.32:20232 never appeared in ADB devices list after 60s,4,3,2025-12-22T20:17:49.083548,adb_timeout,infrastructure,,,
DKcpOHggKub-2.mp4_podcast,rustywatermeal,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01a\legionofskanks\DKcpOHggKub-2.mp4,"When Ali Siddiq tells a Bert Kreischer story, you know it's going to hit different 🎯

Catch @alisiddiq and @kimcongdon on tonight's episode at 8PM E, exclusively on @gasdigital. @legionofskanks always delivers the goods.

Use promo code LOS at #GaSDigital for your discounted access 🔥

#LegionOfSkanks #Comedy #Podcast",failed,3,2025-12-22T20:04:16.335588,2025-12-22T20:08:08.443450,Exception: UI dump failed (InvalidSessionIdException): Message: The session identified by 967813d4-c929-4c64-837d-bcf00a46c248 is not known; For documentat,3,3,2025-12-22T20:09:06.289535,,unknown,,,
DPo1Epokp09-1.mp4_podcast,RoughConcreteShifter,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\podcast\videos\chunk_01b\lewishowes\DPo1Epokp09-1.mp4,"When doubt creeps in about your work, @rickrubin's perspective might just change everything 🎯

@lewishowes captured this moment that every creator needs to hear—bookmark it for those days when you're questioning your path.

Drop a comment: What are you working on that deserves more of your confidence?

#creativity #selfbelief #rickrubin #createwithconfidence #artistmindset #trusttheprocess #creatorlife #believeinyourself #manifestation #mindsetshift",success,4,2025-12-22T20:04:18.343949,2025-12-22T20:07:25.891288,,2,3,2025-12-22T20:09:08.278525,,,,,
