filename,onscreen_text,post_caption
0hOJ_wG5yVmz-4.mp4,"Been so worried about
getting my life together i
almost forgot im still young
and still have a whole life
ahead of me",Life isn't a race. Your timeline is your own.
0icQ6bWEIijT-1.mp4,"Real question, are you really willing to do whatever it takes?","Are you truly committed to your goals, or just talking about them?"
0icQ6bWEIijT-2.mp4,"Real question, are you really willing to do whatever it takes?",Success isn't for the comfort-seekers. It's for those who'll burn everything down to rise from the ashes.
0icQ6bWEIijT-3.mp4,"Real question, are you really willing to do whatever it takes?","Some paths lead to darkness, and the choice is yours alone."
0icQ6bWEIijT-4.mp4,"Real question, are you really willing to do whatever it takes?",Some dreams demand sacrifice. Grateful for the chance to keep pushing forward.
0jiqTYc5T4-w-1.mp4,"POV: It's 2027, you and your boys have made it. Now you get to hear you supercar screaming through tunnels",Prove your worth. Build the dream. Success is waiting for you.
0jiqTYc5T4-w-2.mp4,"POV: It's 2027, you and your boys have made it. Now you get to hear you supercar screaming through tunnels",Billionaires playing with toys while the world burns. Peak late-stage capitalism delusion.
0jiqTYc5T4-w-3.mp4,"POV: It's 2027, you and your boys have made it. Now you get to hear you supercar screaming through tunnels",Living the dream we used to talk about during late night drives
0jiqTYc5T4-w-4.mp4,"POV: It's 2027, you and your boys have made it. Now you get to hear you supercar screaming through tunnels","Living proof that vision becomes reality. Dreamed it, worked for it, now we ride."
0m1sIuuEH-xC-1.mp4,I knew I had to get rich and escape my regular life ever since highschool when the teachers told me I couldn't go to the bathroom.,School rules are oppression. Childhood trauma breeds entrepreneurial rebels who won't be denied.
0m1sIuuEH-xC-2.mp4,I knew I had to get rich and escape my regular life ever since highschool when the teachers told me I couldn't go to the bathroom.,"From bathroom passes to passive income: Some people get told no, I get told watch me."
0m1sIuuEH-xC-3.mp4,I knew I had to get rich and escape my regular life ever since highschool when the teachers told me I couldn't go to the bathroom.,Break free from the system. Your success starts now. Are you ready to change everything?
0m1sIuuEH-xC-4.mp4,I knew I had to get rich and escape my regular life ever since highschool when the teachers told me I couldn't go to the bathroom.,"Some rules were never meant to be followed, only broken."
0mOJ8J374Ios-1.mp4,"The richest people in the world are:
75% Entrepreneurs
15% Investors
7% Athletes
3% Artists
0% Employees
NOBODY got rich on a salary.","Build your empire, don't build someone else's. Your paycheck is a ceiling, not a launchpad."
0mOJ8J374Ios-2.mp4,"The richest people in the world are:
75% Entrepreneurs
15% Investors
7% Athletes
3% Artists
0% Employees
NOBODY got rich on a salary.","The system that keeps workers broke is rigged, and the game was never meant for you to win."
0mOJ8J374Ios-3.mp4,"The richest people in the world are;
75% Entrepreneurs
15% Investors
7% Athletes
3% Artists
0% Employees
NOBODY got rich on a salary.","Paths to wealth: some climb, some leap, some are born knowing the secret."
0mOJ8J374Ios-4.mp4,"The richest people in the world are;
75% Entrepreneurs
15% Investors
7% Athletes
3% Artists
0% Employees
NOBODY got rich on a salary.",Don't wait for a paycheck. Create your own wealth. Opportunity doesn't clock in.
0oeeowaGnBch-1.mp4,"Bro are you coming to class today
Me:",Burning down the syllabus and tap dancing on the ashes of academic responsibility
0oeeowaGnBch-2.mp4,"Bro are you coming to class today
Me:","Nah, I'm good."
0oeeowaGnBch-3.mp4,"bro are you coming to class today
Me:",Attending higher education? Groundbreaking concept.
0oeeowaGnBch-4.mp4,"Bro are you coming to class today
Me:","Nah, education is a social construct designed to perpetuate systemic oppression."
0oQJwc4YLLgg-1.mp4,"she better cook like her
mom, because i make more
money than her dad.","Some tensions simmer beneath the surface, waiting to boil over."
0oQJwc4YLLgg-2.mp4,"she better cook like her
mom, because i make more
money than her dad.",Male ego meets toxic masculinity. Who raised these fragile creatures thinking money defines worth?
0oQJwc4YLLgg-3.mp4,"she better cook like her
mom, because i make more
money than her dad.",Cooking skills vs. paycheck: the ultimate family showdown!
0oQJwc4YLLgg-4.mp4,"she better cook like her mom, because i make more money than her dad.",Toxic masculinity and patriarchal control have no place in a healthy relationship.
0ps8T56sR6w4-1.mp4,"""Are you also unfollowing vexbolts""
Bro... you're broke","When your wallet's so empty, even your social media strategy is a budget cut."
0ps8T56sR6w4-2.mp4,"""Are you also unfollowing vexbolts""
Bro... you're broke",Are you really gonna let broke energy stop you from leveling up?
0ps8T56sR6w4-3.mp4,"Are you also unfollowing
vexbolts
Bro... you're broke",Unfollowing success is easier than building your own empire. Real ones keep grinding.
0ps8T56sR6w4-4.mp4,"""Are you also unfollowing vexbolts""
Bro... you're broke","When your wallet's so empty, even your Instagram follows have budget cuts."
0QOyaLGijyV8-1.mp4,how can i ever work a 9-5 when 13 year olds are printing $10k a day off of memecoins,Are you letting life pass you by while kids are building wealth online? Time to level up.
0QOyaLGijyV8-2.mp4,how can I ever work a 9-5 when 13 year olds are printing $10k a day off of memecoins,Watch me turn pennies into profits while these kids play crypto lottery.
0QOyaLGijyV8-3.mp4,"how can I ever work a 9-5
when 13 year olds are
printing $10k a day off
memecoins",Entrepreneurship hits different in the digital age.
0QOyaLGijyV8-4.mp4,how can I ever work a 9-5 when 13 year olds are printing $10k a day off memecoins,"A kid's crypto dream collides with suburban reality, one meme at a time."
0RGwhFnmuwSX-1.mp4,"When she asks you
""what's ur type"" but all
you want is a screaming
v12",Car > Dating
0RGwhFnmuwSX-2.mp4,"when she asks you
""what's ur type"" but all
you want is a screaming
v12",Engine whispers secrets louder than any conversation ever could.
0RGwhFnmuwSX-3.mp4,"when she asks you
""what's ur type"" but all
you want is a screaming
v12",Car passion transcends shallow dating norms. True connection is about shared intensity.
0RGwhFnmuwSX-4.mp4,"when she asks you ""what's ur type"" but all you want is a screaming v12",When dating preferences take a backseat to pure automotive passion.
0SC6kqiLLwaR-1.mp4,"Been so worried about getting
my life together i almost forgot
im still young and still have a
whole life ahead of me",Echoes of unfinished stories whisper through the shadows of time.
0SC6kqiLLwaR-2.mp4,"Been so worried about getting
my life together i almost forgot
im still young and still have a
whole life ahead of me",Time to stop stressing and start living. Your story is just beginning.
0SC6kqiLLwaR-3.mp4,Been so worried about getting my life together i almost forgot im still young and still have a whole life ahead of me,me throwing my 5 year plan in the trash and yeeting myself into absolute anarchy rn
0SC6kqiLLwaR-4.mp4,"Been so worried about getting
my life together i almost forgot
im still young and still have a
whole life ahead of me","Finding peace in the journey, grateful for growth and time ahead."
0sQz27aVEpv8-1.mp4,if you're not losing sleep thinking about getting rich you don't truly want it.,"Sure, because sleep is for the weak and definitely not crucial for human functioning."
0sQz27aVEpv8-2.mp4,if you're not losing sleep thinking about getting rich you don't truly want it.,Some chase dreams while others chase shadows. The difference is closer than you think.
0sQz27aVEpv8-3.mp4,if you're not losing sleep thinking about getting rich you don't truly want it.,Some people lose sleep over Netflix. Others dream of millions. Guess which one pays better?
0sQz27aVEpv8-4.mp4,if you're not losing sleep thinking about getting rich you don't truly want it,"Dreams haunted him: stacks of cash, a life transformed. But first, he'd have to sacrifice everything."
0ThX94P1yLg_-1.mp4,Maybe in another life i'll find love but in this one i'll be the richest man in my bloodline.,Generational wealth over generational love? Cold-blooded capitalism wins again.
0ThX94P1yLg_-2.mp4,Maybe in another life i'll find love but in this one i'll be the richest man in my bloodline.,When generational wealth hits different but cupid's taking a lunch break
0ThX94P1yLg_-3.mp4,Maybe in another life i'll find love but in this one i'll be the richest man in my bloodline.,"Breaking cycles of poverty, one generation at a time. Success is my legacy."
0ThX94P1yLg_-4.mp4,Maybe in another life i'll find love but in this one i'll be the richest man in my bloodline.,Are you settling for less? Break the cycle. Build wealth that changes everything.
0TXCWTtf2yE4-1.mp4,How many problems would you have if you had $100M sitting in your bank acc.,Zero. Literally zero problems would stress me out if I had that kind of money.
0TXCWTtf2yE4-2.mp4,How many problems would you have if you had $100M sitting in your bank acc.,zero problems just vibes infinite champagne bank overdraft who even counts anymore absolute lunacy
0TXCWTtf2yE4-3.mp4,How many problems would you have if you had $100M sitting in your bank acc,Would $100M solve your problems or create a whole new set of challenges?
0TXCWTtf2yE4-4.mp4,How many problems would you have if you had $100M sitting in your bank acc.,zero. i'd be running wild buying private islands and funding my apocalyptic yacht party lifestyle
0vdYOAQdhS-e-1.mp4,"You tried and failed?
Congrats, most people dont
even try.",Failure is just a stepping stone to success. Keep pushing forward.
0vdYOAQdhS-e-2.mp4,"You tried and failed? Congrats, most people dont even try.","When life gives you lemons, juggle 'em like a boss and keep rollin'!"
0vdYOAQdhS-e-3.mp4,"You tried and failed?
Congrats, most people dont
even try.",Some paths are hidden until you first stumble down them.
0vdYOAQdhS-e-4.mp4,"You tried and failed?
Congrats, most people don't
even try.",At least participation trophies still exist for epic mediocrity.
12ZyJCkqSU6L-1.mp4,"12 New Chapters
365 New Opportunities",every damn day i choose violence and possibility screw predictability we're going ROGUE this year
12ZyJCkqSU6L-2.mp4,"12 New Chapters
365 New Opportunities",Time to devour this year like a feral beast unleashing absolute mayhem on unsuspecting potential
12ZyJCkqSU6L-3.mp4,"12 New Chapters
365 New Opportunities",Embrace every day as a chance to rewrite your story and transform your life.
12ZyJCkqSU6L-4.mp4,"12 New Chapters
365 New Opportunities","New year, same excuses. When will you actually do something that matters?"
18njKJKWiRab-1.mp4,RR,"Reflecting on life's simple moments, grateful for unexpected connections."
18njKJKWiRab-2.mp4,RR,"Rolling through, making moves, no competition in sight."
18njKJKWiRab-3.mp4,"ROLLS
ROYCE","Rollin' in luxury, one fancy wheel at a time - pinky up, baby!"
18njKJKWiRab-4.mp4,Rolls Royce,Luxury cars for people who've never worked a day in their life and inherited daddy's money.
1_FNpYiOMj5j-1.mp4,100,"Wow, a hundred. Truly the pinnacle of human achievement right here."
1_FNpYiOMj5j-2.mp4,100,"A simple number can hold a universe of stories, pain, and resilience."
1_FNpYiOMj5j-3.mp4,"I apologize, but I do not see any extractable text in this image beyond the denomination of ""$100"" on the US currency notes. The image shows multiple $100 bills spread out on a surface with a gray bag or pouch.",Turn $100 into $1000. Prove you have what it takes to level up your game.
1_FNpYiOMj5j-4.mp4,100 100,What do these repeated numbers mean? Are they a hidden message or just a random coincidence?
1AhUsDfwcrWU-1.mp4,If your dreams and plans are scaring your parents you are on the right path.,Dare to dream so big it terrifies those who don't understand your vision.
1AhUsDfwcrWU-2.mp4,If your dreams and plans are scaring your parents you are on the right path.,Have you ever made a choice that made your parents nervous but felt right to you?
1AhUsDfwcrWU-3.mp4,"If your dreams and plans are
scaring your parents you are
on the right path.",Break free from fear. Your ambition is the compass to your extraordinary life.
1AhUsDfwcrWU-4.mp4,If your dreams and plans are scaring your parents you are on the right path.,"Are you brave enough to chase the dreams that make others uncomfortable? Your path, your choice."
1dBnbAoOqJZK-1.mp4,"""what's ur type?""
""bitch i need 100M's""",Grateful for real talk and knowing my worth beyond superficial expectations.
1dBnbAoOqJZK-2.mp4,"what's ur type?
bitch i need 100M's",Dating in 2023: When your type is more about bank statements than blood type.
1dBnbAoOqJZK-3.mp4,"what's ur type?
bitch i need 100m's",When your dating standards are more about bank accounts than heart connections.
1dBnbAoOqJZK-4.mp4,"what's ur type?
bitch i need 100M's",Have you ever been this direct about what you want in life?
1Dv6BtyxvzRz-1.mp4,"ur hours aren't worth $15
please go chase that dream bro.",Some dreams are worth more than minimum wage. But the journey's just beginning.
1Dv6BtyxvzRz-2.mp4,"ur hours aren't worth $15
please go chase that dream bro.",Dreams don't clock in. Sometimes walking away is the first step toward something greater.
1Dv6BtyxvzRz-3.mp4,"ur hours aren't worth $15
please go chase that dream bro.",When motivational speeches go wild and capitalism gets roasted in one hot take!
1Dv6BtyxvzRz-4.mp4,"ur hours aren't worth $15
please go chase that dream bro.",When motivation hits harder than a comedy special at 3 AM with zero sleep
1fp16Sx7T1Sz-1.mp4,Worst case scenario I touch amil by December.,Desperation meets delusion.
1fp16Sx7T1Sz-2.mp4,Worst case scenario I touch a mil by December.,Aiming high. Worst case? A million.
1fp16Sx7T1Sz-3.mp4,Worst case scenario I touch a mil by December.,"Aiming high, landing higher."
1fp16Sx7T1Sz-4.mp4,Worst case scenario I touch a mil by December.,Watch me turn a mil look like child's play. Bet.
1fWuHGHJx3ET-1.mp4,"No matter how small your progress is, you'll always beat those who did nothing.",Whispers of movement echo in the silent shadows of potential.
1fWuHGHJx3ET-2.mp4,"No matter how small your progress is, you'll always beat those who did nothing.","Every step forward matters. Progress isn't about perfection, it's about moving."
1fWuHGHJx3ET-3.mp4,"No matter how small your progress is, you'll always beat those who did nothing.","Some people use ""progress"" as an excuse to avoid real change. Mediocrity isn't achievement."
1fWuHGHJx3ET-4.mp4,"No matter how small your progress is, you'll always beat those who did nothing.",Have you been putting off your goals? What small step can you take today?
1GiLkODAyuIQ-1.mp4,"leave that small town before
it kills all your dreams","Ah yes, because dreams are definitely crushed only in small towns and not everywhere else."
1GiLkODAyuIQ-2.mp4,"leave that small town before
it kills all your dreams",Small towns aren't holding you back. You are.
1GiLkODAyuIQ-3.mp4,"leave that small town before
it kills all your dreams",Have you ever felt trapped by the limitations of where you're from?
1GiLkODAyuIQ-4.mp4,leave that small town before it kills all your dreams,Packed my bags faster than a tumbleweed escaping boredom.
1gMw0HNMCXQ7-1.mp4,"tax fraud >>>
ARCO",When your tax strategy is as cheap as gas station coffee.
1gMw0HNMCXQ7-2.mp4,"tax fraud >>>
ARCO",ARCO's creative accounting might just be the American dream they don't want you to see.
1gMw0HNMCXQ7-3.mp4,tax fraud >>>,Sounds like someone's planning their early retirement strategy.
1gMw0HNMCXQ7-4.mp4,"tax fraud >>>
ARCO",Think you can outsmart the system? Test your tax strategyif you dare.
1kn778CXEubZ-1.mp4,"Summer is coming soon,
Weather is great,
I'm making money,
Seeing progress in the gym
No annoying girl,
Life is great.",summer hitting different but my brain is a dumpster fire of pure chaos and i love it
