job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type,error_category,pass_number,run_id,video_id
DHcZBHVA0yfi-3.mp4_viral,podpeakbytes,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\DHcZBHVA0yfi-3.mp4,Prove the saying: How will you make money work for you today?,success,1,2025-12-22T16:52:05.915139,2025-12-22T16:55:50.211369,,0,3,2025-12-22T15:30:59.521233,,,,,
yzwjxWlnAOzP-1.mp4_viral,micmotionclips,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\yzwjxWlnAOzP-1.mp4,Keep doubting. Watch me elevate.,success,4,2025-12-22T14:54:17.360190,2025-12-22T14:58:31.874837,,0,3,,,,,,
cCDRuExvh7OV-2.mp4_viral,podcutvault,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\cCDRuExvh7OV-2.mp4,When wanting it becomes an Olympic sport and we're both going for gold!,success,2,2025-12-22T15:01:00.566122,2025-12-22T15:04:24.972828,,2,3,2025-12-22T15:05:23.150927,,,,,
GbHCgY-Mim72-1.mp4_viral,talkreelnation,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\GbHCgY-Mim72-1.mp4,"She climbed so high, her own family couldn't recognize the view from her summit.",success,2,2025-12-22T14:54:55.285310,2025-12-22T14:59:07.823869,,0,3,,,,,,
ToE8bXL5jz5_-1.mp4_viral,podbytezone,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\ToE8bXL5jz5_-1.mp4,"Life's journey: winding, beautiful, and full of unexpected turns.",success,1,2025-12-22T15:01:11.338813,2025-12-22T15:03:49.677107,,2,3,2025-12-22T15:05:55.944171,,,,,
Z0EnDA9NCk_H-2.mp4_viral,podtalknexus,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\Z0EnDA9NCk_H-2.mp4,"Back stronger than ever. This isn't just a returnit's redemption, on my terms.",success,4,2025-12-22T15:01:13.618132,2025-12-22T15:03:32.459629,,2,3,2025-12-22T15:05:42.848472,,,,,
aYkPf5MqpugQ-2.mp4_viral,voxpodsnaps,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\aYkPf5MqpugQ-2.mp4,"Giving up was never an option, even when the world bet against her wildest dreams.",success,2,2025-12-22T16:53:05.889412,2025-12-22T16:59:14.459428,,0,3,2025-12-22T15:30:55.065772,,,,,
nEJ97Nf4xkba-1.mp4_viral,clipsfromthemic,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\nEJ97Nf4xkba-1.mp4,Friendship tested. Dreams on the line. One moment that could change everything.,success,2,2025-12-22T15:26:10.077495,2025-12-22T15:28:55.274257,,2,3,2025-12-22T15:31:09.645506,,,,,
o1sFHuBJ0NSZ-4.mp4_viral,castreelworks,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\o1sFHuBJ0NSZ-4.mp4,Isolation: the ultimate Halloween costume this year.,success,1,2025-12-22T15:03:41.147590,2025-12-22T15:06:14.563093,,1,3,2025-12-22T15:05:15.218275,,,,,
FeTS4mDfXfVe-1.mp4_viral,talkgembytes,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\FeTS4mDfXfVe-1.mp4,The dream: making money while you sleep. No more trading time for dollars.,success,4,2025-12-22T15:04:45.393144,2025-12-22T15:08:07.965574,,2,3,2025-12-22T15:09:40.813637,,,,,
7SEVlLmem1PM-4.mp4_viral,taylorssstoneinspired,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\7SEVlLmem1PM-4.mp4,"Living the dream: zero dollars, maximum existential dread.",success,3,2025-12-22T15:24:59.325233,2025-12-22T15:28:18.794399,,0,3,2025-12-22T15:09:46.917704,,,,,
yqrKBs0C7Xoi-2.mp4_viral,micelevatedvoices,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\yqrKBs0C7Xoi-2.mp4,One wrong turn changed everything. Now the road ahead was a blur of consequences and quiet desperation.,success,2,2025-12-22T15:07:39.221067,2025-12-22T15:14:06.595630,,2,3,2025-12-22T15:12:29.175999,,,,,
pRMfwAy9ABly-4.mp4_viral,yourfuelforthoughts,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\pRMfwAy9ABly-4.mp4,"Her applause echoed louder than her own dreams, hoping someone would hear her silent ambition.",success,4,2025-12-22T15:04:14.264233,2025-12-22T15:10:54.479705,,0,3,,,,,,
te-YkMVjYKpI-2.mp4_viral,igniteandinsights,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\te-YkMVjYKpI-2.mp4,Two broke friends vs. billionaire titans: The ultimate underdog showdown.,success,3,2025-12-22T15:07:39.455563,2025-12-22T15:14:45.931714,,2,3,2025-12-22T15:12:29.425484,,,,,
3GnBrLg6fCVt-1.mp4_viral,empoweredmindstalk,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\3GnBrLg6fCVt-1.mp4,"Money talks, but parties scream... and I'm here with my dancing shoes on!",success,4,2025-12-22T15:04:18.545051,2025-12-22T15:10:27.496738,,0,3,,,,,,
of23cJR8Ec_R-4.mp4_viral,upliftunfiltered,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\of23cJR8Ec_R-4.mp4,Courage isn't the absence of fearit's moving forward despite it.,success,2,2025-12-22T15:04:35.038853,2025-12-22T15:11:18.612377,,0,3,,,,,,
a3c6Eq3ohmku-4.mp4_viral,dreaminspiredynamo,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\a3c6Eq3ohmku-4.mp4,Dreams vs. reality: the hustle economy laid bare.,success,1,2025-12-22T15:08:45.995110,2025-12-22T15:15:12.995662,,2,3,2025-12-22T15:13:35.960818,,,,,
KUjMY58YfSxi-1.mp4_viral,noellekellyinspired,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\KUjMY58YfSxi-1.mp4,When your personality is as flat as the cash you're flaunting.,success,1,2025-12-22T15:25:11.222048,2025-12-22T15:29:22.922543,,0,3,2025-12-22T15:20:42.325589,,,,,
GZtjIJHny9MK-4.mp4_viral,dailydoseofwisdoms,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\GZtjIJHny9MK-4.mp4,The unseen truth lurks in shadowssome closer than we dare imagine.,success,0,2025-12-22T15:05:40.838615,2025-12-22T15:13:36.050067,,0,3,,,,,,
YUWHDUdo82-G-3.mp4_viral,epicenergypod,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\YUWHDUdo82-G-3.mp4,"She traded doubt for drive, and her reflection became her greatest investment.",success,3,2025-12-22T15:06:12.136700,2025-12-22T15:11:36.818852,,0,3,,,,,,
2oqXaujdtDLq-1.mp4_viral,mindsetmoxies,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\2oqXaujdtDLq-1.mp4,omg fever dream unlocked we're living the absolute CHAOS rn no sleep just VIBES,success,1,2025-12-22T15:06:19.357066,2025-12-22T15:11:37.240301,,0,3,,,,,,
JjebOkyaRT8F-1.mp4_viral,cheerfuelchannel,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\JjebOkyaRT8F-1.mp4,Watch me turn success into a silent art form. My exit strategy? Legendary.,success,1,2025-12-22T15:06:24.615188,2025-12-22T15:14:57.041535,,0,3,,,,,,
1Q7OTOlmt0SP-1.mp4_viral,luckyinspired,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\1Q7OTOlmt0SP-1.mp4,Stop making excuses. Commit or quit.,success,4,2025-12-22T15:08:18.033626,2025-12-22T15:14:25.119955,,0,3,,,,,,
GbHCgY-Mim72-4.mp4_viral,wordsofsuccessgrow,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\GbHCgY-Mim72-4.mp4,"She proved them wrong at every turn, until success became her ultimate revenge.",success,4,2025-12-22T15:11:04.529489,2025-12-22T15:15:31.054472,,0,3,,,,,,
ZkBJ8rCxx1Kc-4.mp4_viral,emeryhhallinspired,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\ZkBJ8rCxx1Kc-4.mp4,Winners don't validate mediocrity. Surround yourself with excellence or get left behind.,success,2,2025-12-22T15:11:28.657561,2025-12-22T15:15:55.473921,,0,3,,,,,,
a7TaM054bTmx-3.mp4_viral,peptalkpirate,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\a7TaM054bTmx-3.mp4,"When Florida is just doing Florida things, and we're all just along for the wild ride.",success,3,2025-12-22T15:11:46.846712,2025-12-22T15:16:54.607077,,0,3,,,,,,
2kScL7aJg84S-4.mp4_viral,zahrafowlerinspired,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\2kScL7aJg84S-4.mp4,"School ain't teaching life skills, just how to be a good little wage slave in the system.",success,1,2025-12-22T15:11:47.293652,2025-12-22T15:15:22.132042,,0,3,,,,,,
gxUSlGOOTbYc-3.mp4_viral,themotivationmischief,C:\Users\asus\Desktop\projects\geelark-automation\campaigns\viral\grq\gxUSlGOOTbYc-3.mp4,"Truth demands courage. Stand up, speak out, make a difference.",success,3,2025-12-22T15:27:32.208547,2025-12-22T15:31:35.280085,,1,3,2025-12-22T15:32:31.571971,,,,,
